Profile 1;Profile 1;Profile 2;Profile 2;Profile 3;Profile 3;Profile 4;Profile 4;Profile 5;Profile 5;Profile 6;Profile 6;Profile 7;Profile 7;Profile 8;Profile 8;Profile 9;Profile 9;Profile 10;Profile 10;Profile 11;Profile 11;Profile 12;Profile 12;Profile 13;Profile 13;Profile 14;Profile 14;Profile 15;Profile 15;Profile 16;Profile 16;Profile 17;Profile 17;Profile 18;Profile 18;Profile 19;Profile 19;Profile 20;Profile 20;Profile 21;Profile 21;Profile 22;Profile 22;
x;y;x;y;x;y;x;y;x;y;x;y;x;y;x;y;x;y;x;y;x;y;x;y;x;y;x;y;x;y;x;y;x;y;x;y;x;y;x;y;x;y;x;y;
[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];[m];
0;4.5227466e-07;0;4.8269691e-07;0;4.623346e-07;0;5.4006145e-07;0;5.5039409e-07;0;5.724966e-07;0;5.9485855e-07;0;6.3068689e-07;0;6.2248237e-07;0;6.819639e-07;0;5.6437291e-07;0;6.3823003e-07;0;5.7720937e-07;0;5.5903004e-07;0;6.1674034e-07;0;5.7127686e-07;0;5.973446e-07;0;5.594787e-07;0;5.0481091e-07;0;5.0065755e-07;0;5.696421e-07;0;5.3001823e-07;
1.3283543e-08;4.5695013e-07;1.3135518e-08;4.7585988e-07;1.3150614e-08;4.9068971e-07;1.3340223e-08;5.4710035e-07;1.3314951e-08;5.5390046e-07;1.3286232e-08;5.7402588e-07;1.3359958e-08;6.0884274e-07;1.341702e-08;6.3088923e-07;1.3495662e-08;6.3134539e-07;1.34703e-08;6.9073522e-07;1.3271077e-08;5.8817619e-07;1.3388944e-08;6.4092885e-07;1.3316358e-08;5.9287889e-07;1.3434836e-08;5.6878472e-07;1.344281e-08;6.2216703e-07;1.3166754e-08;5.8754581e-07;1.3410556e-08;6.028693e-07;1.3396467e-08;5.6191252e-07;1.3418036e-08;5.1073293e-07;1.327013e-08;5.0906498e-07;1.3312346e-08;5.6878201e-07;1.3323146e-08;5.2798371e-07;
2.6567086e-08;4.5789991e-07;2.6271036e-08;4.6763382e-07;2.6301228e-08;5.2157869e-07;2.6680447e-08;5.4527368e-07;2.6629903e-08;5.6379071e-07;2.6572464e-08;5.7756635e-07;2.6719915e-08;6.1302749e-07;2.6834039e-08;6.1955692e-07;2.6991323e-08;6.3668239e-07;2.69406e-08;6.9356666e-07;2.6542155e-08;6.0611694e-07;2.6777887e-08;6.3827314e-07;2.6632716e-08;6.0793068e-07;2.6869672e-08;5.822159e-07;2.688562e-08;6.1644426e-07;2.6333509e-08;6.0403299e-07;2.6821112e-08;5.9920233e-07;2.6792934e-08;5.6387174e-07;2.6836073e-08;5.1126287e-07;2.6540259e-08;5.2041568e-07;2.6624691e-08;5.5767372e-07;2.6646291e-08;5.2446115e-07;
3.9850629e-08;4.5506702e-07;3.9406554e-08;4.6614567e-07;3.9451842e-08;5.4340257e-07;4.002067e-08;5.4842945e-07;3.9944854e-08;5.7574152e-07;3.9858695e-08;5.8806258e-07;4.0079873e-08;5.9864939e-07;4.0251059e-08;6.1725316e-07;4.0486985e-08;6.3619421e-07;4.0410901e-08;6.8989488e-07;3.9813232e-08;6.1731265e-07;4.0166831e-08;6.3473605e-07;3.9949075e-08;6.1730739e-07;4.0304508e-08;5.9831023e-07;4.0328429e-08;6.2120353e-07;3.9500263e-08;6.1506253e-07;4.0231668e-08;5.9544068e-07;4.0189402e-08;5.6759309e-07;4.0254109e-08;5.0857602e-07;3.9810389e-08;5.3255817e-07;3.9937037e-08;5.446804e-07;3.9969437e-08;5.2364056e-07;
5.3134172e-08;4.4950145e-07;5.2542072e-08;4.7278117e-07;5.2602456e-08;5.561139e-07;5.3360893e-08;5.597303e-07;5.3259806e-08;5.7763353e-07;5.3144927e-08;5.9989582e-07;5.343983e-08;5.6569275e-07;5.3668079e-08;6.2988162e-07;5.3982646e-08;6.3355495e-07;5.3881201e-08;6.816069e-07;5.308431e-08;6.2212818e-07;5.3555774e-08;6.3292211e-07;5.3265433e-08;6.2104353e-07;5.3739344e-08;6.1357789e-07;5.3771239e-08;6.3357179e-07;5.2667017e-08;6.1040859e-07;5.3642224e-08;5.9705234e-07;5.3585869e-08;5.7414683e-07;5.3672146e-08;5.0583004e-07;5.3080519e-08;5.4213564e-07;5.3249382e-08;5.3756871e-07;5.3292583e-08;5.2584326e-07;
6.6417714e-08;4.4593813e-07;6.567759e-08;4.8272933e-07;6.575307e-08;5.6179725e-07;6.6701116e-08;5.7315037e-07;6.6574757e-08;5.6167466e-07;6.6431159e-08;5.9467252e-07;6.6799788e-08;5.3396971e-07;6.7085099e-08;6.3374609e-07;6.7478308e-08;6.3170916e-07;6.7351501e-08;6.7528786e-07;6.6355387e-08;6.2502155e-07;6.6944718e-08;6.3105891e-07;6.6581791e-08;6.2630179e-07;6.717418e-08;6.2186735e-07;6.7214049e-08;6.46501e-07;6.5833772e-08;5.9613769e-07;6.705278e-08;6.0238742e-07;6.6982336e-08;5.8291194e-07;6.7090182e-08;5.0555401e-07;6.6350649e-08;5.4764694e-07;6.6561728e-08;5.4250025e-07;6.6615728e-08;5.2851353e-07;
7.9701257e-08;4.5333856e-07;7.8813108e-08;4.9681008e-07;7.8903684e-08;5.6429252e-07;8.004134e-08;5.8391039e-07;7.9889709e-08;5.378785e-07;7.9717391e-08;5.6588904e-07;8.0159745e-08;5.1675043e-07;8.0502118e-08;6.1030616e-07;8.0973969e-08;6.3362888e-07;8.0821801e-08;6.7348436e-07;7.9626465e-08;6.3453675e-07;8.0333662e-08;6.2929439e-07;7.9898149e-08;6.3368956e-07;8.0609015e-08;6.2254603e-07;8.0656859e-08;6.5058939e-07;7.9000526e-08;5.9087351e-07;8.0463336e-08;6.0980309e-07;8.0378803e-08;5.8702752e-07;8.0508219e-08;5.1123339e-07;7.9620778e-08;5.5033953e-07;7.9874074e-08;5.552705e-07;7.9938874e-08;5.3220883e-07;
9.29848e-08;4.6463247e-07;9.1948627e-08;5.0522077e-07;9.2054299e-08;5.6407747e-07;9.3381563e-08;5.8596205e-07;9.320466e-08;5.2028616e-07;9.3003623e-08;5.2798812e-07;9.3519703e-08;5.1147734e-07;9.3919138e-08;5.7293809e-07;9.4469631e-08;6.3904932e-07;9.4292102e-08;6.7577593e-07;9.2897542e-08;6.4702668e-07;9.3722605e-08;6.2665341e-07;9.3214507e-08;6.3838522e-07;9.4043851e-08;6.249894e-07;9.4099669e-08;6.3404703e-07;9.2167281e-08;5.9788697e-07;9.3873892e-08;6.1735491e-07;9.377527e-08;5.7583939e-07;9.3926255e-08;5.2161152e-07;9.2890908e-08;5.5681427e-07;9.3186419e-08;5.6690731e-07;9.326202e-08;5.3846897e-07;
