	ALL_dist	ALL_eta	ALL_cp_x	chrm
0	628.6628667258788	0.3492133150302016	286.3546818807837	PS150315
1	505.4463374088292	0.8076609549936344	445.77110254280643	PS150315
2	392.92238419311263	0.6758958078535866	252.23023467089968	PS150315
3	282.8002828852899	0.5073334311824743	179.64761269894234	PS150315
4	-628.6628667258788	0.7966143256175047	253.28019669546336	PS150315
5	814.5360642721721	0.7684853461242249	489.56577229222034	PS150315
6	691.3089034577813	0.5213636912025161	223.45062144242945	PS150315
7	-434.93562742088625	0.5683593381156162	159.5615010638843	PS150315
8	-558.4236742832453	0.7446410371762081	251.213275330878	PS150315
9	-691.3089034577813	-0.04712944958377818	288.7371993108608	PS150315
10	-814.5360642721721	-0.06127241538681627	206.25601178592456	PS150315
11	1126.1532977352595	-0.051462059076656574	290.09892651326913	PS150315
12	1002.9383081725416	-0.05423295511258819	234.96185696855616	PS150315
13	880.4125453445106	0.7047203684663665	583.6290607206824	PS150315
14	767.7774742723311	0.3897447777350087	185.70192740600908	PS150315
15	-419.9872021859714	0.613074780541969	202.4185744800135	PS150315
16	-542.5147463433598	0.6656376548933052	313.85371405810974	PS150315
17	-655.144449720823	0.054359387991723906	395.62593878757093	PS150315
18	-778.3638288101522	0.000266091510355837	324.17760981129527	PS150315
19	-890.3040211073968	-0.05904730410044934	227.62313293402724	PS150315
20	-1013.5212133941747	0.002233751604258871	339.2010989094683	PS150315
21	-1126.1532977352595	-0.0756732556447719	212.94680672640084	PS150315
22	934.1951081010861	0.3847840896573438	208.57407587927923	PS150315
23	-177.75404355457007	0.5036341659679606	183.84676299728164	PS150315
24	-313.7172293642796	0.6807293999777349	454.3008882562037	PS150315
25	-436.72703145099683	0.2448623115857932	279.60945715945354	PS150315
26	-551.8265125924995	-0.10171010533348812	177.40176430611268	PS150315
27	-934.1951081010861	-0.09283213386155276	165.6060866052958	PS150315
28	998.5334245782661	-0.06959884840721964	322.02545654765004	PS150315
29	888.6506625215558	0.7049693619400677	591.3231956418078	PS150315
30	776.1262783851607	0.3083276423490686	192.93824104393934	PS150315
31	-222.64770378335368	0.35522437886070224	153.07011384050566	PS150315
32	-335.2193311848229	0.7020407072723138	518.3028186569834	PS150315
33	-445.0539293164369	0.531367070607993	361.2532779889125	PS150315
34	-556.8850868895664	0.07467289738235283	336.2450402034207	PS150315
35	-666.7308302456097	-0.03819845572655667	283.0369191684215	PS150315
36	-779.5261381121226	-0.07288219453362044	197.65557347011713	PS150315
37	-889.3784346384839	-0.07062940082854685	213.43414241328594	PS150315
38	-998.5334245782661	-0.11284997135894481	168.60268243127223	PS150315
39	1026.7757788339186	0.014747037502804372	399.46374734120957	PS150315
40	907.2290229043601	-0.06074010949787967	234.0875595972692	PS150315
41	794.6700573193883	-0.0517525011995168	207.97010672871897	PS150315
42	684.589292934092	0.768454844616663	523.3930748261237	PS150315
43	562.3348646491697	0.49765091409752105	202.7737508546163	PS150315
44	-347.79376072609466	0.4008352176917126	201.66938739568195	PS150315
45	-460.23092029979904	0.7535688189067697	523.8267884828474	PS150315
46	-572.9925828490278	0.24541709598528416	306.38041263408047	PS150315
47	-1026.7757788339186	-0.12751808401126596	151.2776412713706	PS150315
48	645.8562146484309	-0.08477296379036847	157.89188471522107	PS150315
49	535.8798839292253	0.42375712052772707	475.82973305997007	PS150315
50	447.14790617870506	0.8730254134414259	546.702609323298	PS150315
51	347.9026444280066	0.4071995526864005	167.8617370122762	PS150315
52	-447.14790617870506	0.48358553956424566	193.15162462536375	PS150315
53	-546.3938597751626	0.8974736115925883	468.03472670843985	PS150315
54	-645.8562146484309	0.3676438668169587	289.1938751218687	PS150315
55	670.5193882357169	-0.12502263676486414	163.23682560702628	PS150315
56	571.0650138119126	0.059318828373452925	172.45904900922255	PS150315
57	471.8540558265871	0.8285989242097075	425.58820993960467	PS150315
58	-360.11282954096487	0.4805018197568981	180.627387581981	PS150315
59	-462.1539245749191	0.8582485292564925	394.5972835085232	PS150315
60	-571.0650138119126	0.47748766320531777	280.72698946675575	PS150315
61	-670.5193882357169	-0.086419175284836	223.63516365454132	PS150315
62	1030.641790342309	0.8829568827770513	565.4920936793071	PS150315
63	59.75366097570926	0.3620837693426596	154.88877746280355	PS150315
64	-59.75366097570926	0.4643761320799651	185.1002099795752	PS150315
65	-177.58519082400989	0.5410415601785904	213.9381598262546	PS150315
66	-296.5510074169366	0.8623019845447291	628.2530741269675	PS150315
67	-414.8282777246508	0.6101289255488455	455.6365758921356	PS150315
68	-544.7499426342329	-0.030017362067836784	285.1477995846931	PS150315
69	-663.0297881694306	-0.07779853558654382	212.8099277925744	PS150315
70	-781.9491671457935	-0.13303868463957746	155.96639322650515	PS150315
71	-900.2813449139107	-0.08199972583197757	274.78113637481	PS150315
72	-1030.641790342309	-0.09200803539024283	245.24860112799968	PS150315
73	1013.0	0.02001409901886575	404.3117812825217	PS150315
74	916.0	0.7575269835559745	569.1692404540734	PS150315
75	808.0	0.608895071353911	219.57130661726933	PS150315
76	700.0	0.41027253672283925	157.906804273636	PS150315
77	-162.0	0.44756995535094646	178.81921586888666	PS150315
78	-270.0	0.8118341768426252	718.926237992437	PS150315
79	-378.0	0.6661421414903995	620.1123861386793	PS150315
80	-485.0	0.050110206164318605	402.90592938306656	PS150315
81	-593.0	0.0474149635966159	420.42746712029566	PS150315
82	-701.0	0.03169598461628609	320.0566934288728	PS150315
83	-809.0	-0.0328515944654133	285.12155489013173	PS150315
84	-916.0	0.0403670871595142	370.1803004729105	PS150315
85	-1013.0	-0.02401510226256076	311.75288234718573	PS150315
