	ALL_ym	ALL_err	ALL_dist	ALL_Area	ALL_E_bis	ALL_cp_x	chrm
0	74.28035179770951	0.6546289000208458	527.814834956351	391170.40249815054	97.92604456304966	316.0909951955523	PS221245
1	182.424954731671	0.8800608678186281	355.0330970487118	1575838.796574311	120.56405115296556	507.8583490564003	PS221245
2	231.45397932289202	0.9669589532736809	181.38494976154996	3073394.5259894887	170.06518498033307	578.130888043875	PS221245
3	338.46862768128295	0.9657630030223517	-8.514693182963201	2431358.237996908	246.21723998453078	453.98051357387703	PS221245
4	335.0015200570202	0.9358315109957588	-180.50069251944714	1435396.1430987574	489.5918740578241	279.3058575532043	PS221245
5	816.8150841044159	0.932906502153083	-354.1532154308358	3122428.3234831253	443.39114145729434	396.5584427487962	PS221245
6	283.32302881990205	0.23969094077180952	-527.814834956351	697506.0773012423	165.99450387495162	322.55719152660595	PS221245
7	1482.5856531651832	0.8710870288594662	411.0596063833079	1198515.4342728548	1210.3854444804629	180.93100256277228	PS221245
8	1068.4075698147426	0.9491051908401001	207.06037766796427	1081597.0915353647	1145.5961347102266	177.5164493481559	PS221245
9	1280.365280511651	0.9619536115701698	-9.0	974818.3162266394	1429.328829676334	155.86249536996456	PS221245
10	1081.9359057086501	0.9546611444756622	-207.06037766796427	1181385.5616763898	943.2936443644	198.75722032596093	PS221245
11	14.861580174103803	0.687808371761913	-411.0596063833079	191586.4008632904	56.08229710254024	296.92076321215404	PS221245
12	23.28842972862256	0.821437287900424	599.317319956632	217771.9069144206	164.24893599724552	203.3408945680144	PS221245
13	266.3254897381184	0.8417960991359871	396.2313087074266	1357806.109954248	443.7968719503362	284.10993638895	PS221245
14	415.63503112198873	0.8899744646570215	207.50722878974602	1111048.2383897682	845.970469546143	202.57045282063257	PS221245
15	96.07179062727079	0.1417304272547132	-395.3368816591743	1532431.7008023332	212.2828804365022	400.50825917963493	PS221245
16	23.109616508629347	0.7597274619624372	-599.317319956632	430641.37180984655	34.73836983126763	497.2187993343246	PS221245
17	37.619087354654475	0.5673360880977623	758.4787406381275	144171.0657306637	212.19730440059075	155.62533978425847	PS221245
18	62.16177694034032	0.9654211524411435	509.8676298805407	273127.2495489614	139.75490959318546	237.47844540469737	PS221245
19	284.9567960105455	0.9940241884732287	252.65985039178662	2400227.560154334	240.98160230967045	455.5461979951464	PS221245
20	338.71829548802606	0.8545645248982324	-9.0	1051354.1636362672	881.1101149979874	194.94520389724846	PS221245
21	363.03188754476554	0.9405460865859314	-252.65985039178662	1513594.7281882681	387.9039849633671	313.14044202793866	PS221245
22	196.01446990138263	0.5428252360756922	-501.37810083808006	2649995.4298540317	177.89708620329648	535.1253566028835	PS221245
23	2.635842815168757	-1.6453231263215016	-758.4787406381275	209764.0125119366	13.857153072463303	538.5769979089926	PS221245
24	82.21714090440199	0.806969871122303	558.3468903826724	279247.0989578622	201.68685437226486	206.89473794486275	PS221245
25	167.29185013206686	0.9865735894254426	331.94615527220674	1724695.9082683625	107.16090501291256	551.9445867358304	PS221245
26	332.0056891815933	0.9555715585195776	112.92143286373938	2282528.37348013	257.20024094521943	434.9936725051249	PS221245
27	828.9373611024138	0.9890770084542381	-112.92143286373938	1218726.0009689818	761.9615283407709	219.18671466329704	PS221245
28	1010.6246416231586	0.8827922888740097	-338.76429859121816	1425972.8583299473	748.1818705288917	235.10758784312304	PS221245
29	212.4056080015458	0.48792447790427973	-558.3468903826724	1268868.948281764	92.32265571804159	518.1653957728062	PS221245
30	8.540157712622898	-0.8538297943816393	644.7421965406018	231012.5483070009	100.86779463792345	253.03362208040505	PS221245
31	216.0221025581756	0.9842701957055531	433.9706211254398	1058600.4765703129	170.92800355418763	376.697345827689	PS221245
32	285.77180443626423	0.8433579635510594	223.20506266659814	868028.2452109751	238.03887425300556	304.7750435188823	PS221245
33	428.4395282341677	0.9843528313174899	-11.335784048754634	1256847.8444483415	507.8246327806557	261.00726194541176	PS221245
34	452.90496051909344	0.9432974835771908	-222.3342078943319	1570752.0022158222	373.18965263949934	322.7722766572624	PS221245
35	90.34019063511	0.8949902323505834	-433.09640959028974	613856.9073033718	55.66118654293579	474.49417900997685	PS221245
36	11.07024918744053	0.18248307909601147	-644.7421965406018	163604.68693801548	29.083882869681613	362.4785867071214	PS221245
37	12.190459235813073	-0.1059598507733186	724.3893980450017	136840.54891465034	91.47268206611277	213.39997880349904	PS221245
38	15.915191351218283	0.3959115206161793	513.1403316832541	139098.17771892078	137.85145881731367	182.30099700159076	PS221245
39	133.35914393918847	-0.13887832232331299	301.53275112332324	253040.7457095995	229.81594897006488	188.77702243326098	PS221245
40	104.49257840334006	0.9886404661776512	105.58882516630251	1363909.4207024132	139.81665490929402	451.7682054062591	PS221245
41	276.47711589446726	0.936632790974175	-105.19030373565806	1522313.0841697108	251.3151499928026	373.36975798805463	PS221245
42	426.30233237535367	0.9533809909198142	-316.84065395715874	1302419.2398001754	451.28731434330155	277.55182362234996	PS221245
43	335.3482665160415	0.9742607053778062	-512.7621280866987	1682102.6318384055	301.5657362798052	361.2544554106688	PS221245
44	108.21541490826964	0.9010651132575487	-724.3893980450017	939800.7421551138	70.02758851393759	513.2531922241164	PS221245
45	66.01405605797237	-0.010550413333056952	581.0443184473969	247377.9807519223	216.73059778970293	191.51435789409504	PS221245
46	90.37878058272047	0.9495361742878435	347.1375807947045	1355619.1680852596	92.81102297557887	530.9336737659187	PS221245
47	182.42752612726989	0.9684636713671783	112.47444154117859	1960922.8440231292	175.08710783878462	477.42762979302773	PS221245
