	ALL_ym	ALL_err	ALL_dist	ALL_Area	ALL_E_bis	ALL_cp_x	chrm
0	898.2909264851669	0.9848428206643594	566.344418176784	1174837.4088013147	714.279814937728	221.65052785884427	PS220410
1	926.2333746092386	0.9142289990949278	333.4336515710434	1201497.501531114	719.6331192874018	222.98194842637508	PS220410
2	1207.5231370554081	0.9853788819842468	111.16204388189342	977794.1506590463	1216.645768498439	166.44023800596142	PS220410
3	747.6295362167701	0.856779611352773	-334.17510380038783	948081.2625440123	1104.4800521987015	170.88348361956503	PS220410
4	703.0780231230597	0.9701893389790325	-566.344418176784	807152.4316688074	618.500502172119	202.05575067816005	PS220410
5	628.6825701385595	0.9404362510775888	576.9196217845256	1495911.5157451625	680.1005096608153	248.9763731384835	PS220410
6	729.3541647521694	0.981396770907379	343.67608296184943	991750.5264265725	805.6882695408641	197.38728514914703	PS220410
7	1429.4297938565048	0.9930636869613833	110.5	992742.5752323455	1491.5992128514788	154.3472211987962	PS220410
8	164.66375479973755	0.3600631725778496	-576.9196217845256	1407697.146419647	507.60730038402966	273.16028834991675	PS220410
9	6.202803036241181	-1.726942299933909	916.0573126175021	164005.39360650314	50.00722717061047	292.11587334234014	PS220410
10	827.4230753131815	0.9920124374187272	682.7979203248938	1412842.28032134	744.7227668913587	234.6738158095677	PS220410
11	772.0229919190366	0.9684350123591365	461.182176585349	943202.0172689394	887.0359504052371	186.16173331422738	PS220410
12	1242.3777108320503	0.9962536274436823	228.06358762415363	907173.3449352275	1277.4956011986167	158.40079656775845	PS220410
13	13.0963756057783	-3.33918182665776	-227.26636354727023	937548.1293214138	558.3537848091742	223.4902889879537	PS220410
14	340.4814033871278	0.9172923237442587	-460.1315029423654	1003247.1916940153	500.1246584413657	239.96996499506622	PS220410
15	3.596279536095442	-1.5268283145582298	-916.0573126175021	162661.1355175429	24.016574246397777	390.4218458544733	PS220410
16	1159.002576511004	0.9926679566203314	694.4272820101469	1178163.4709607423	925.6423183468961	200.04603824398453	PS220410
17	600.4823328027625	0.9897146414002594	472.1199529780541	889922.2773429656	1089.8020873171351	167.50462057744426	PS220410
18	721.8075508874279	0.998522625224877	6.020797289396148	877051.3864002923	1056.1790579665758	168.6320071079018	PS220410
19	734.7035753651668	0.9241862501739371	-227.2911128926954	798430.8148151289	1186.9323668229104	155.00636823522416	PS220410
20	101.4464404141761	0.7565365699580617	-461.21822383769705	1712436.1229626087	227.10715247854168	407.5476953292581	PS220410
21	4.683492687802254	-0.46095003534088463	-694.4272820101469	173916.4625056108	28.33855130928246	375.327368136422	PS220410
22	7.634493547249915	-0.6528781207846863	795.2851689802847	207282.53383472373	68.40958460843973	283.01100031681426	PS220410
23	909.7515161792687	0.9926620695009688	528.3772326662079	1459305.996068207	769.4869281125071	234.64054696239725	PS220410
24	445.8346103221745	0.9613617450241595	261.3857302914603	1028034.9860256441	758.9019158108729	205.0944519898086	PS220410
25	440.0724361035219	0.7933585051297878	-528.3772326662079	698218.0504466983	1104.9809641502663	151.17484238003306	PS220410
26	257.16076727262015	-0.25642508804087694	-795.2851689802847	823456.9638493529	333.3275155192854	260.81520766944254	PS220410
27	615.3517789214061	0.9707363846602627	717.649287605025	1498540.8164068027	601.6917166526317	261.6633105155197	PS220410
28	345.57885508669864	0.925433839981663	138.89744418094958	727591.3556749567	858.3342347544572	170.02682792328574	PS220410
29	919.9911595373898	0.9845291847619652	-138.97661673821247	857269.5462754411	948.3277009456368	174.45707953057126	PS220410
30	19.256598743058156	0.35981244142026303	-427.81362764643205	892613.3188402063	119.5443591428094	405.95577507626	PS220410
31	239.16078689463254	0.6587152800783334	-717.649287605025	965882.3866701956	429.4377877945449	251.20866181330734	PS220410
32	639.3554136221215	0.9781586059635791	760.3033933897705	1161085.7072453813	760.215433442139	215.17710139397093	PS220410
33	1056.2580007237596	0.9704974890256134	450.24798722481813	1027624.9573038298	1217.2439251518344	169.74923475836977	PS220410
34	981.4234976090456	0.9958283547452251	150.44018745002944	984716.6025514205	1094.7478686032684	174.11006392390323	PS220410
35	451.0194831973636	0.8165040377083823	-150.44018745002944	887325.0733943011	561.4346687535148	218.14156516744993	PS220410
36	108.63973867510423	0.21672647467544648	-461.21822383769705	1409192.5009224585	104.46444153529502	514.3109239128189	PS220410
37	168.27795023191297	0.9637655967141364	-760.3033933897705	2355465.1898959405	137.5450653814136	565.81920571437	PS220410
38	700.7475733863963	0.9657005810394439	765.7940323611826	1090117.1583000605	811.2500500728643	204.43365330551921	PS220410
39	689.3287012765462	0.9864885826763516	455.05658988745563	1157737.87886443	745.6081726413148	216.60318952715954	PS220410
40	713.2189875041918	0.8772974167012207	155.92466129512675	689751.9537591047	685.6037623133682	182.08447280333644	PS220410
41	645.2900983715143	0.8297424755121463	-155.8540984382509	1222984.3808584986	586.6379987200298	243.69426131694172	PS220410
42	466.0082814084145	0.5814536625813689	-455.05658988745563	1667057.472508201	333.2517401057559	345.85676335926644	PS220410
43	153.93207418405024	0.8638402248512708	-765.7940323611826	403758.9118793311	131.95407331029068	284.1219209527078	PS220410
44	644.1380151847973	0.9848094351455401	443.6363939083447	1136767.1173204298	576.2622931533189	238.36667249062714	PS220410
45	449.26958495390875	0.9307695923386445	143.5	1056955.8426365622	819.2309472160917	201.13387086158707	PS220410
46	340.14516101543427	0.8947893581937261	-144.918080307462	1757583.3920454974	335.2635559553217	352.4007722330822	PS220410
47	12.355792679787887	0.24957084006967556	-443.6363939083447	185907.85369930888	236.98466567491744	164.8374968083018	PS220410
