	ALL_ym	ALL_err	ALL_dist	ALL_Area	ALL_E_bis	ALL_cp_x	chrm
0	195.41235176734358	0.9687696965858854	305.5396864566042	322041.84230795875	313.9354629327056	183.50748542133624	PS220340
1	33.508254553300205	-0.20414380900314044	107.52906583803284	1260862.1701515245	99.93974476234763	500.7221066061405	PS220340
2	22.196147732883922	0.7389802368855036	-99.16904759046544	2123653.2380377203	83.60124906345628	662.4808813111841	PS220340
3	70.79980532149186	0.9353225193428364	-305.5396864566042	1555267.7621418743	112.85580948680919	518.7253997996655	PS220340
4	1091.742917485698	0.9890369247202268	427.7014145405647	1182798.1638555285	970.0313373391681	196.64140338447862	PS220340
5	691.4131764753294	0.9852705784143688	214.1319686548461	943398.4897315125	1088.8917875070185	171.51779937048093	PS220340
6	552.3907889158348	0.9014769049901117	9.192388155425117	953729.0743358047	961.1134397603809	181.08611977513044	PS220340
7	545.8789899959515	0.9330254836958128	-214.1319686548461	928995.1680572962	1122.5813505219319	168.4004575011079	PS220340
8	817.8417180604285	0.9648350568320687	-427.7014145405647	2058342.1089150105	519.9079281371896	314.96439479163155	PS220340
9	963.4033813012929	0.9883983851073705	554.6090965716304	1088171.1657754283	877.3223010042972	197.98862161333454	PS220340
10	471.778688930135	0.9760026316245887	334.5239154380446	1087607.388904449	808.8263954849082	204.4898459023749	PS220340
11	304.395032642401	0.926948393994612	111.31149985513626	841403.1882548629	809.2233271649291	184.50125222737847	PS220340
12	1528.799615278207	0.9465482041053749	-111.31149985513626	1122105.3032045295	1247.6900680966878	174.09879809356812	PS220340
13	1016.3862236685258	0.9701708550709046	-324.12227630942	1567964.3532253238	781.1206591982678	240.03371043484185	PS220340
14	4.506187859152244	-2.7326125351596993	-554.6090965716304	188914.8582019277	36.66008182308376	349.98875338318703	PS220340
15	70.0468636145611	-0.8734467168219022	479.00026096026295	735471.1299838893	200.4503603834396	305.5262499308267	PS220340
16	481.3391067768022	0.9662091214274443	239.6001878129481	2566328.8972840635	345.31280092381587	405.1957379594771	PS220340
17	319.5246823457948	0.9666430661937221	-0.5	1251644.8428072098	474.4494857994492	267.7573910751254	PS220340
18	218.70248974378904	0.946466617352213	-239.6001878129481	1054537.557787994	483.0223281608491	248.23496409464508	PS220340
19	1028.5390094690056	0.9412844591033944	-479.00026096026295	1884651.6700019923	679.625939281334	273.15520040665933	PS220340
20	314.4793719179951	0.8784008986694536	482.5259060402871	472439.8880673533	281.9061879279139	223.31700453795634	PS220340
21	494.83783750689383	0.9503857748264712	242.55154091450336	2367900.5030116593	304.99422506301687	412.3383679095763	PS220340
22	482.32460355292835	0.972659578356308	-5.5	1347866.659090684	734.8651676251867	231.52650795606746	PS220340
23	192.33140922825683	0.9455702136905255	-243.33978301954656	1225059.5026126048	498.4477163853901	260.2795476550758	PS220340
24	1109.747279509411	0.9475384584309277	-482.5259060402871	1576945.1285480703	803.9316131260746	237.82855883713432	PS220340
25	276.3916429650433	0.7713240815915262	776.7422352363749	505253.40225437004	407.2423059163214	198.01019783603726	PS220340
26	554.3570663362864	0.9885134101018523	521.3333866155131	2744887.8328813533	401.82315339871127	391.76070451275996	PS220340
27	791.1811446892863	0.9401690951535854	264.5231558862097	1215363.5889685254	769.041287303787	218.1361481796855	PS220340
28	885.412979597778	0.8996895890357676	-8.514693182963201	1236260.5695847254	868.6569246039958	209.18459897699552	PS220340
29	570.4551070960913	0.9852457780356989	-264.5231558862097	3127293.0711060134	326.10026526124426	448.69578144837203	PS220340
30	11.131331855431519	0.18032043241944762	-776.7422352363749	143950.22216058	128.58793567381102	190.03336569882345	PS220340
31	224.5690924043806	0.9043529345099467	524.6153352695668	570782.5659531576	223.37434804035848	264.3625758403084	PS220340
32	542.2775968477414	0.9911846043992635	260.5019193787255	1907486.138222695	519.0630047042871	305.7183731460709	PS220340
33	1644.148059309015	0.990063115904467	6.020797289396148	1031424.5725035308	1446.2926915203536	158.67098838904042	PS220340
34	1467.295505206957	0.963868720201402	-268.61915419418625	1158050.8877281686	1361.191780320542	170.274002411394	PS220340
35	320.1327248252768	0.9804115232549999	-524.6153352695668	2448890.036246606	203.4775442746358	491.36716602874947	PS220340
36	545.248250617208	0.9470212483901583	348.84452124119707	1668933.4022485067	376.222203989312	329.62705290287636	PS220340
37	903.9589121407662	0.9887392348727334	118.39130035606502	1542291.2282746925	851.5794618564928	230.35704464022422	PS220340
38	1467.8693603894742	0.8853773470174101	-119.04830952180716	1397227.8677513974	995.0854642265422	208.05959888795007	PS220340
39	434.87456199084426	0.7719094221597038	-348.84452124119707	1813479.940036373	219.2463197173045	422.9189952525729	PS220340
40	576.4719725640532	0.9608763688186439	316.10836749444013	946091.103584207	433.7428914192121	248.1448404495053	PS220340
41	972.58963833837	0.8775274856871238	103.11401456640121	1640587.1100386244	657.650671665201	261.8343524245131	PS220340
42	1032.50068238463	0.9847339356987775	-103.34650453692181	1706113.1521768814	739.1944427480703	253.81931590275724	PS220340
43	530.7780736368239	0.7336178934116737	-316.10836749444013	1539145.7008207156	298.3210358011058	350.15743823998343	PS220340
