	dist	YM	R2	YM_area	area	cpx	chrm
0	448.88556448163934	344.93894002506704	0.9648989129167131	0.21136873784629578	telomere	365.7872918458165	PS140538
1	270.67739100264725	400.08373689126233	0.9132718481607576	0.26908920033902667	telomere	392.20673674737895	PS140538
2	91.25376704553078	901.6726751621322	0.8738196630602371	0.5596084384181235	telomere	264.28303804610505	PS140538
3	-92.15883028771579	942.1869127938141	0.8332387493656097	0.6475803537201629	telomere	238.50973078672052	PS140538
4	-270.2059399791204	1007.4233071548999	0.8575499048324186	0.7207522906433409	telomere	228.29384672871356	PS140538
5	-448.88556448163934	365.50199900795315	0.8768611202040855	0.21219052794736848	telomere	467.51706145116543	PS140538
6	640.9621673702746	78.46070633533452	-1.902257725948874	0.22791682388371526	telomere	207.56112209962544	PS140538
7	462.2299211431471	209.2801913370064	0.8966101058492315	0.23420410976560507	telomere	378.59407038470965	PS140538
8	268.47439356482397	318.0147610431465	0.9772205965504248	0.28547706039795523	telomere	386.5096365348769	PS140538
9	88.87350561331537	1106.8252590043364	0.9011080993192127	0.736651874877758	telomere	210.16097600287333	PS140538
10	-89.36721994109473	1119.7844098111893	0.8692344238185524	0.8457920544776867	telomere	183.1733506081938	PS140538
11	-268.1016598232842	1144.3452771457219	0.9208243821280692	0.7936644232669992	telomere	193.13740606445913	PS140538
12	-461.8706528888797	633.3762227981882	0.9423917464336591	0.45674419787781956	telomere	312.0049571019781	PS140538
13	-640.9621673702746	33.40971087531306	-0.33489152518439114	0.07346728646106215	telomere	295.0610600231514	PS140538
14	764.8655110540676	46.84849772528988	-0.14165191420617296	0.20040710263051012	telomere	217.93842079357864	PS140538
15	570.2904961508652	179.08089614271037	0.9874191100996003	0.21278063910126252	telomere	436.4404156215371	PS140538
16	382.4620896245797	158.58863990191855	0.8593637640094856	0.26114843943887733	telomere	359.0685279325695	PS140538
17	188.7942001227792	443.0343807904688	0.8558532361612149	0.7694202738162863	telomere	202.92939763242134	PS140538
18	-0.5	1125.7377988548733	0.94661788138089	1.013953848904774	telomere	167.1828106486513	PS140538
19	-194.222166603094	1308.9383324183705	0.9244606196925819	1.039001125654304	telomere	173.04061498834994	PS140538
20	-381.96891234758886	523.9446422741563	0.6745614026488476	0.4121963839816379	telomere	348.15180274995055	PS140538
21	-576.579786326229	34.22228882822928	0.010391288835512436	0.05482952084133823	telomere	353.96794197772545	PS140538
22	-764.8655110540676	41.14552893135746	-1.9000413250408945	0.11575837189472016	telomere	241.4929393794514	PS140538
23	775.516602014425	18.93901422455857	-8.280748518234928	0.052617366730584675	telomere	335.1139661766475	PS140538
24	597.3449589642487	24.011375390886684	-3.6614039093465216	0.1852771545237322	telomere	305.9038984839458	PS140538
25	-443.1907038736259	24.948211906660152	0.25955444970189756	0.0844489316463422	telomere	370.2652719911463	PS140538
26	-606.2515979360385	20.804560753512874	-3.27496784195173	0.04327293420652493	telomere	381.57051044888135	PS140538
27	-775.516602014425	23.896291472579964	-7.415841396464627	0.06830236865079461	telomere	299.8513026517096	PS140538
28	181.5358091396846	24.987328484879928	-3.0551211914535585	0.06798435475928595	telomere	318.04807130519464	PS140538
29	-5.5	23.144243068996936	-5.296276262072118	0.05507236588440053	telomere	328.6545119747525	PS140538
30	-181.5358091396846	45.73707087376967	-13.835325775429983	0.1629254270180285	telomere	208.25522515468515	PS140538
31	704.161380650771	43.60244591306073	-7.18347592702626	0.21187972136599545	telomere	187.68967960414795	PS140538
32	-535.405687306364	25.9401863957525	-0.9625609230143986	0.06033948414822553	telomere	334.6886386957011	PS140538
33	-704.161380650771	46.03541854070197	-3.47675589390004	0.16669978579769046	telomere	195.6960120527816	PS140538
0	763.1076267473678	185.56596150411497	0.9190101916947591	0.6014128344680465	centromere	230.78386668091798	PS140538
1	-375.54127602701675	27.429670518389266	-1.0729435164121055	0.05673849188690152	centromere	329.508074415314	PS140538
2	-572.4615707626145	30.458494864692835	-3.5564312920694627	0.07422204171445301	centromere	295.73779652774	PS140538
3	-763.1076267473678	39.992212229763474	-7.117941430809642	0.14499045251204973	centromere	220.91027998330947	PS140538
4	720.4000624652944	26.513191115258994	-1.908507093303799	0.16898682682351446	centromere	338.6094696959615	PS140538
5	538.6067675029715	109.6653479880985	0.6534766918116837	0.5743313332857263	centromere	183.2254111038161	PS140538
6	-364.02781487133643	20.26093212967463	0.05859391841234585	0.03394212652698394	centromere	463.2790196364888	PS140538
7	-545.8436131347513	27.898024754113138	-2.4075446052286975	0.06262952734966858	centromere	317.9859815865277	PS140538
8	-720.4000624652944	48.3847320020002	-2.1005028752914083	0.15995596744863944	centromere	204.70085686361438	PS140538
9	734.0900830279619	44.30629934760773	-0.45860892327821223	0.10428161669760451	centromere	256.8067595779735	PS140538
10	570.329948363226	34.4985439990556	-0.21871577196823844	0.11381617624846632	centromere	352.93933910356884	PS140538
11	-411.77815629292434	22.3965079087436	-1.6204023996147296	0.03987905305764164	centromere	414.4601015353079	PS140538
12	-575.5425701023339	27.570216107652573	-4.9563215850814295	0.06529884333205772	centromere	309.139027720268	PS140538
13	-734.0900830279619	45.8874607192586	-11.307501305357633	0.20325047041121438	centromere	181.5799288394246	PS140538
0	-0.0	22.380534440392076	-0.5012883553030545	0.04262253033383687	arms	382.52409470704424	PS140538
1	99.02019995940222	33.52251519065585	-1.1028667672074688	0.06200388013565886	arms	320.30030870627604	PS140538
2	-99.02019995940222	29.61669404922758	-2.6481240759317664	0.0809889208705872	arms	290.614368591966	PS140538
