	dist	eta	area	cpx	chrm
0	-843.8726207195017	0.26183178583569056	telomere	653.8532614138746	PS151203
1	-645.1054177419377	0.792300752424157	telomere	644.3151706007911	PS151203
2	-459.67379738244813	0.47093491938259624	telomere	220.60646305175612	PS151203
3	-273.25080054777516	0.3864168924853134	telomere	178.38747751883056	PS151203
4	285.72714256787015	0.41565063860264806	telomere	155.3582363440879	PS151203
5	472.0699100768868	0.5784470331827993	telomere	699.7213356072705	PS151203
6	657.4686304303804	0.10575933968905715	telomere	434.78729852647916	PS151203
7	843.8726207195017	0.10353018823063054	telomere	652.9390572802563	PS151203
8	-902.4806092099708	0.3321923414945209	telomere	662.8782189571059	PS151203
9	-692.6371705301412	0.702495119151984	telomere	642.6323392017998	PS151203
10	98.11855074347562	0.43843714492864305	telomere	169.48067703716833	PS151203
11	494.3392054045481	0.6671247189246086	telomere	434.56840680646303	PS151203
12	691.6460438692612	0.29790513793505236	telomere	585.0033391370387	PS151203
13	902.4806092099708	0.18949052391312105	telomere	646.5119926887915	PS151203
14	-910.2906129363304	0.5024149943299437	telomere	653.4524108476928	PS151203
15	-702.0178060419835	0.6265976604256541	telomere	660.424089679267	PS151203
16	515.6287424106612	0.5992373061472352	telomere	246.36139600751721	PS151203
17	714.1967516028059	0.32478461803855774	telomere	613.7133344886802	PS151203
18	910.2906129363304	0.23250759312674774	telomere	640.0464814465039	PS151203
0	-765.7357572949039	0.2330238374653577	centromere	648.6745683097525	PS151203
1	-633.7533037389234	0.6897595773204166	centromere	646.8328476634288	PS151203
2	-457.44972401347013	0.518406296066932	centromere	649.706465435208	PS151203
3	413.90367236834226	0.6655263562764266	centromere	255.2783389248633	PS151203
4	590.4076981205445	0.2834204727555084	centromere	629.9310814682169	PS151203
5	765.7357572949039	0.22799608554112483	centromere	670.8278957071971	PS151203
6	-653.561206009047	0.22162210052486808	centromere	667.5289305610632	PS151203
7	-677.4896678178937	-0.3463336426075203	centromere	657.3027248342057	PS151203
8	-513.0119394322124	0.234998189780528	centromere	696.9216777300715	PS151203
9	345.3784156544818	0.6670472328662832	centromere	708.8480515013763	PS151203
10	510.0600454848429	0.5174951318158957	centromere	613.6063027292267	PS151203
11	683.8334958160502	0.3375630745241711	centromere	663.7907576097559	PS151203
12	-706.3343754908152	0.4994789043205604	centromere	658.785760744268	PS151203
13	-554.854260144049	0.7574659037183615	centromere	283.71682703998135	PS151203
14	398.6191791672849	0.6412454021102878	centromere	229.3493631076018	PS151203
15	552.361521107327	0.4912321648167245	centromere	627.7675400969771	PS151203
16	706.3343754908152	0.2062755336709191	centromere	660.1420334995198	PS151203
0	-925.6546332191073	0.5511264812856387	arms	654.5115079445324	PS151203
1	-755.4776634686164	0.8028625923752516	arms	622.3690228799883	PS151203
2	504.96386009297737	0.6153103797226849	arms	174.3910710491224	PS151203
3	715.7167735913417	0.3810820955759193	arms	631.0756253290134	PS151203
4	925.6546332191073	0.32462322951619327	arms	654.2688934682958	PS151203
5	-877.4990028484362	0.5466190524775723	arms	660.0753380994056	PS151203
6	-812.1222198659509	0.4048625941854521	arms	644.4979892920916	PS151203
7	-182.86196980236213	0.40868831954995055	arms	438.61673215680116	PS151203
8	42.87773314903669	0.40348956739069786	arms	160.27730682946606	PS151203
9	458.6202132483914	0.7469967422969515	arms	475.69727946432914	PS151203
10	668.5525409419965	0.3329300679342013	arms	613.6842066122058	PS151203
11	877.4990028484362	0.2690521155967578	arms	654.90084533771	PS151203
12	-863.7049554101216	0.27648711875366894	arms	648.8254709399005	PS151203
13	-705.9470589215597	0.6812269767157526	arms	478.0954631731315	PS151203
14	-319.756548017394	0.4389171962836571	arms	463.8593078658014	PS151203
15	-120.70314826051556	0.3510632722621959	arms	179.6791864028297	PS151203
16	78.36612788698955	0.37399379271656386	arms	155.06455661261055	PS151203
17	464.53013895763536	0.6388901599458081	arms	659.4793478863148	PS151203
18	663.6243289693349	0.35481033857619193	arms	612.3790564945598	PS151203
19	863.7049554101216	0.2170330445781925	arms	649.2731234479824	PS151203
