	dist	eta	area	cpx	chrm
0	171.64643893771873	0.7509252068779353	telomere	306.54952619440076	PS150256
1	5.522680508593631	0.7202507642685874	telomere	250.34480608777812	PS150256
2	-171.64643893771873	0.4732630395305324	telomere	222.41679698697453	PS150256
3	282.3229533707807	0.7966423936855525	telomere	413.2478863266747	PS150256
4	88.4773982438453	0.6455752032816446	telomere	657.4784695813006	PS150256
5	-88.4773982438453	0.6873579822465363	telomere	692.1979695132553	PS150256
6	-282.3229533707807	0.5595627391214995	telomere	222.439518973213	PS150256
7	304.5525406231247	0.6896738067205241	telomere	268.44511527380087	PS150256
8	100.83774095049928	0.6393379249969711	telomere	253.95565092251593	PS150256
9	-101.573864748763	0.5267678785696641	telomere	227.72706350970407	PS150256
10	-304.5525406231247	0.7893063789690595	telomere	442.7501274188137	PS150256
11	692.6848128838974	0.24066865920718816	telomere	251.7505849226601	PS150256
12	513.8358200826408	0.5779679088840246	telomere	197.74088312144625	PS150256
13	341.43557225339015	0.7551709400535618	telomere	426.9262774656694	PS150256
14	162.02237499802303	0.6597043415373716	telomere	225.1722889345118	PS150256
15	-0.5	0.370068050537134	telomere	160.36214777605858	PS150256
16	-179.16821704755563	0.48768951305364117	telomere	176.77110800991238	PS150256
17	-351.5483608267858	0.4198794872320841	telomere	194.4948498067663	PS150256
18	-530.3953713976018	0.643292741463207	telomere	310.61458487356083	PS150256
19	-692.6848128838974	0.33111505880028314	telomere	290.1971607499845	PS150256
20	616.5914368526375	0.5804393751749098	telomere	233.80347498025844	PS150256
21	437.154434954056	0.7023605239452633	telomere	487.5866154719503	PS150256
22	258.3060200614767	0.6005304251180633	telomere	238.69785126333886	PS150256
23	90.13878188659973	0.3887339895107077	telomere	168.3728234069763	PS150256
24	-89.30845424706443	0.43568335337111797	telomere	190.5952834015983	PS150256
25	-268.19768828235635	0.43101515905089127	telomere	197.70477405225222	PS150256
26	-447.0883581575347	0.6846095404791317	telomere	334.7966648753792	PS150256
27	-616.5914368526375	0.28896232291578594	telomere	267.9968762964214	PS150256
28	470.03031817107285	0.6555242448729347	telomere	262.1367297945104	PS150256
29	321.3074851291205	0.66162606972111	telomere	710.4121283364705	PS150256
30	163.1885412643915	0.6551293871306794	telomere	264.0600115052837	PS150256
31	6.519202405202649	0.44234624416417434	telomere	164.37478495043501	PS150256
32	-153.5008143300875	0.6163195083886723	telomere	288.37226275786213	PS150256
33	-302.9397629892781	0.7095854302054969	telomere	304.096701268266	PS150256
34	-470.03031817107285	0.02214210292998453	telomere	224.0690936616577	PS150256
0	-621.6834001322538	0.5193802300684238	centromere	588.9462136606099	PS150256
1	-471.6590399854539	0.6837033978227438	centromere	667.9436038996473	PS150256
2	-312.9956069979258	0.3989999052076897	centromere	446.7278891312915	PS150256
3	-163.70781899469554	0.27345296308612244	centromere	224.1212550825794	PS150256
4	-6.020797289396148	0.2394742760903824	centromere	168.41649218781322	PS150256
5	154.35106089690476	0.28248359756249775	centromere	200.40032911989977	PS150256
6	303.81285357930466	0.2830777778630552	centromere	227.28983196411286	PS150256
7	463.05318269071427	0.8593092109647786	centromere	585.0766228543273	PS150256
8	621.6834001322538	0.40615649142102284	centromere	263.15680782302206	PS150256
9	-672.9385187370389	0.4968308781725542	centromere	574.0182060958186	PS150256
10	-496.7003623916536	0.3661373105052532	centromere	375.5471722128883	PS150256
11	-327.90738021581643	0.44612902302084356	centromere	600.8864951068315	PS150256
12	-158.98506219138955	0.886464847613792	centromere	699.7770352044417	PS150256
13	-0.5	0.43349061498744956	centromere	435.50920283566177	PS150256
14	176.63875565684899	0.3542944097217944	centromere	335.4417086369116	PS150256
15	335.30769451356167	0.31844088709837537	centromere	646.4177878201231	PS150256
16	504.0032241960363	0.8173888280643703	centromere	548.3628869033586	PS150256
17	672.9385187370389	0.2765653679972926	centromere	231.86402505277806	PS150256
18	-551.487080537704	0.39558184289686216	centromere	492.3654619224325	PS150256
19	-390.40619872128053	0.2742935635933368	centromere	308.15530222752545	PS150256
20	-231.00865784641059	0.5316041762865582	centromere	500.06610179214283	PS150256
21	-79.64923100695951	0.8325977721870791	centromere	660.395161346019	PS150256
22	79.64923100695951	0.5030732036400336	centromere	267.13770123627546	PS150256
23	240.77582935170216	0.18563755517651837	centromere	687.5590662787677	PS150256
24	400.03124877939223	0.5033610918375435	centromere	348.0478200405381	PS150256
25	551.487080537704	0.5493225057261759	centromere	306.96550001119476	PS150256
0	809.5722636059119	0.4202017706052853	arms	547.3547564747657	PS150256
1	632.1465415550416	0.24439780028612834	arms	371.7659699565161	PS150256
2	456.3871711606276	0.3844131719299835	arms	262.66454815431234	PS150256
3	280.77259481651697	0.6005478705703575	arms	212.4235064854456	PS150256
4	93.22687380793158	0.3005852049746166	arms	162.3606117879085	PS150256
5	-622.066917622212	0.41931903712781327	arms	264.0684490317892	PS150256
6	-809.5722636059119	0.32527685832510556	arms	250.2892778786735	PS150256
7	563.446980646804	0.6431766434224664	arms	714.9130526419751	PS150256
8	377.5427128153846	0.40348613149126333	arms	192.74051617119449	PS150256
9	188.102365748015	0.1457364379344236	arms	716.7329590948558	PS150256
10	-188.2352251838109	0.3585563237146371	arms	176.8733077417238	PS150256
11	-374.3828254607842	0.34594700278589174	arms	242.1104818406767	PS150256
12	-563.446980646804	0.3215143691553949	arms	233.41210691206925	PS150256
13	604.5990406872971	0.610257628171811	arms	702.1073866195474	PS150256
14	405.28755223914783	0.472160796620959	arms	203.8709484972984	PS150256
15	205.87860500790265	0.2763336082155802	arms	699.024314878719	PS150256
16	8.48528137423857	0.3179762485346356	arms	155.91244198617437	PS150256
17	-393.35734389992007	0.511730566794746	arms	234.4170087152495	PS150256
18	-604.5990406872971	0.29081342210258276	arms	215.43349325778377	PS150256
19	511.7225810925291	0.7360440538914882	arms	246.05017754097958	PS150256
20	305.2212312405544	0.6516971200131867	arms	701.2531959128622	PS150256
21	102.00490184299969	0.43557145566688504	arms	222.00319593617485	PS150256
22	-102.61578825892242	0.3561601263818137	arms	179.17005978664224	PS150256
23	-511.7225810925291	0.5147954307682432	arms	699.5644767328794	PS150256
24	966.966648856102	0.1696757350438335	arms	259.21932945785113	PS150256
25	322.75764901857866	0.7959056151772395	arms	395.3243986783011	PS150256
