	dist	eta	area	cpx	chrm
0	174.52220489095365	0.7500338332882894	telomere	647.5275958575871	PS131238
1	-7.0	0.6528626879073767	telomere	338.05383507087583	PS131238
2	-174.52220489095365	0.35507322789415996	telomere	198.96692042406096	PS131238
3	385.48281414351015	0.384075962298992	telomere	270.8798807254657	PS131238
4	197.4968354176846	0.839027000437114	telomere	503.97882943042714	PS131238
5	-0.0	0.4977028401208037	telomere	169.39900865098173	PS131238
6	-198.23723161908813	0.6508624957132545	telomere	238.37426482340345	PS131238
7	-385.48281414351015	0.41756322175308247	telomere	238.5317523408712	PS131238
8	394.91929555290153	0.7368362418141501	telomere	321.5666321644344	PS131238
9	197.83389497252486	0.5535562344471039	telomere	224.40045298756718	PS131238
10	-197.86674809072898	0.4568433891004373	telomere	166.8979445507391	PS131238
11	-394.91929555290153	0.5681894677307526	telomere	232.88212975936904	PS131238
12	763.9785664532743	0.5572284467802806	telomere	439.77874972361195	PS131238
13	556.7191841494238	0.5770141848133372	telomere	170.90976391624065	PS131238
14	-763.9785664532743	0.5334045561677183	telomere	310.195564320366	PS131238
15	725.9554049664483	0.46417227464561506	telomere	485.3052735570392	PS131238
16	537.1045056597459	0.44989628877917565	telomere	158.66918538483787	PS131238
17	-103.96754301223051	0.5691248406831023	telomere	166.4579259441548	PS131238
18	-725.9554049664483	0.36112771071098637	telomere	353.49275233461367	PS131238
19	743.2260759688131	0.5611196682720452	telomere	468.7542053883641	PS131238
20	564.2712113868649	0.6284297215317638	telomere	245.2956192898356	PS131238
21	376.1808075912433	0.4724556617950937	telomere	178.59698286963692	PS131238
22	-545.8864350760147	0.768471298005749	telomere	352.50859738411896	PS131238
23	-743.2260759688131	0.13518174043612208	telomere	419.74363721848283	PS131238
0	498.27351926426917	0.5153071818981707	centromere	187.66525176434754	PS131238
1	307.18805315311334	0.5310284580187781	centromere	161.1196314161939	PS131238
2	-498.27351926426917	0.7887689551980451	centromere	524.3874061006302	PS131238
3	585.2349955359813	0.28226792033304593	centromere	563.7574483671463	PS131238
4	394.42236244918973	0.5772739865307445	centromere	160.45209623463927	PS131238
5	194.4453650771856	0.6215047884107687	centromere	198.58026927718026	PS131238
6	-386.0634662850138	0.4051096280454446	centromere	157.70619708009042	PS131238
7	-585.2349955359813	0.7834297744859196	centromere	328.5600707193547	PS131238
8	824.2126545983142	0.11525454158795567	centromere	361.0053111829808	PS131238
9	614.2576820846443	0.5319561742944697	centromere	211.29185831584732	PS131238
10	406.197612006767	0.7276246142723153	centromere	344.58938182112354	PS131238
11	-417.0641437476974	0.6996631238731814	centromere	282.739196198281	PS131238
12	-616.2227681609955	0.12370043027486788	centromere	401.09274352732393	PS131238
13	-824.2126545983142	0.11235408956947779	centromere	394.19013439752314	PS131238
0	895.4190359825951	0.6482826320633588	arms	564.7255091514721	PS131238
1	699.4978556078639	0.5487965697981247	arms	248.77194286338352	PS131238
2	-666.7662633937023	0.8727084099146165	arms	428.7385969069202	PS131238
3	-895.4190359825951	0.05628535877658247	arms	401.7856279467217	PS131238
4	824.8352865875707	0.6725105764920306	arms	186.9770245537277	PS131238
5	596.176358135745	0.6028019026956128	arms	193.72272627686152	PS131238
6	-595.5965496877899	0.625176975726719	arms	357.791390177851	PS131238
7	-824.8352865875707	0.03158520357236061	arms	587.9100523967786	PS131238
8	872.5452710318244	0.6624624833499411	arms	212.5789527826936	PS131238
9	-10.259142264341596	0.5646525829909539	arms	164.6773312180096	PS131238
10	-441.26890894328824	0.7240903036446534	arms	516.6943162928487	PS131238
11	-662.5905598482369	0.09296557916823978	arms	390.99807047911486	PS131238
12	-872.5452710318244	0.07119624218852127	arms	388.8814206475952	PS131238
