	dist	eta	area	cpx	chrm
0	519.8788320368507	0.7051508390021756	telomere	202.28372967314124	PS130356
1	307.8327467960483	0.6286213398893106	telomere	212.53724368709777	PS130356
2	106.51291001564083	0.43248593977370287	telomere	161.24305941231978	PS130356
3	-106.51291001564083	0.5687813696494941	telomere	278.42909142236294	PS130356
4	-307.8327467960483	0.5814111681705199	telomere	162.22001003066168	PS130356
5	-519.8788320368507	0.4314116022877499	telomere	248.37644814114913	PS130356
6	635.8085403641571	0.6102035458626514	telomere	178.0267531843026	PS130356
7	423.88736711536944	0.6095657733452675	telomere	159.8433880063352	PS130356
8	207.97716220777704	0.5458666832908645	telomere	162.1629756827732	PS130356
9	-7.7781745930520225	0.45146556342694955	telomere	164.58225486705715	PS130356
10	-207.97716220777704	0.4979233462935465	telomere	166.0982391323207	PS130356
11	-635.8085403641571	0.7695817670883172	telomere	324.98866017885234	PS130356
12	647.5710385741475	0.6317739018464146	telomere	188.98429948904015	PS130356
13	431.7687459740457	0.6117556156736407	telomere	223.475744508253	PS130356
14	219.74132519851608	0.4803602271843983	telomere	156.620655972009	PS130356
15	-647.5710385741475	0.8405029845557515	telomere	392.9739336839756	PS130356
16	407.08874953749336	0.2122264036159931	telomere	345.8285941630314	PS130356
17	262.69040713356856	0.5444094890488742	telomere	449.37629407403824	PS130356
18	121.54114529656202	0.6676236416707932	telomere	272.7950743593716	PS130356
19	-49.1553659329274	0.6052483606988446	telomere	345.59557168796835	PS130356
20	-175.01785623187138	0.3518487603997761	telomere	167.12006299566212	PS130356
21	-407.08874953749336	0.7400011121301433	telomere	334.29326382591046	PS130356
22	466.50214361779734	0.12291406958941398	telomere	249.68273122943424	PS130356
23	317.0839794123948	0.1751797111751251	telomere	316.0271414946185	PS130356
24	167.8131401291329	0.833211612458893	telomere	495.75722918673625	PS130356
25	29.516944286290883	0.5386584112531542	telomere	200.7939627246035	PS130356
26	-434.0809256348406	0.4637607789473728	telomere	168.00423637167034	PS130356
27	-466.50214361779734	0.6389724412065523	telomere	315.8430587503069	PS130356
28	304.2716713728046	0.8295002949805668	telomere	478.4368164483261	PS130356
29	175.5398815084481	0.49833086809084304	telomere	215.54810364610955	PS130356
30	-267.7970313502373	0.41077889390714073	telomere	153.67014834334918	PS130356
31	-288.12020061078675	0.7485979793380981	telomere	346.2923615266535	PS130356
32	-187.17705521778038	0.1641649039112134	telomere	252.08606750476804	PS130356
0	450.15358490186435	0.6726218139200453	centromere	181.93085692774298	PS130356
1	267.6905863118836	0.5603675850975521	centromere	231.8737741946261	PS130356
2	86.17569262849008	0.4655889328628625	centromere	167.5504009073328	PS130356
3	-450.15358490186435	0.5994751216557396	centromere	215.50741710876616	PS130356
4	509.4570639416044	0.6206438871664788	centromere	170.83310627233334	PS130356
5	-334.35684530154305	0.5137262043156421	centromere	222.2815681290433	PS130356
6	-509.4570639416044	0.33522751406756357	centromere	233.18674020738843	PS130356
7	561.9112474403764	0.588298910829502	centromere	200.58683398124106	PS130356
8	419.160172249225	0.6345044573929803	centromere	160.97981396333842	PS130356
9	-575.0906450291119	0.4595027861645524	centromere	216.15208272832854	PS130356
0	554.2909885610626	0.4757177120696201	arms	218.66927610736104	PS130356
1	332.5124057836038	0.2878124755507657	arms	150.74040006999326	PS130356
2	110.88958472282236	0.3686580401195999	arms	161.28417546665185	PS130356
3	-332.6687541684671	0.48323786182145656	arms	153.72505747971513	PS130356
4	-554.2909885610626	0.17209363670465738	arms	152.6489122262368	PS130356
5	216.81616637142167	0.5363185962446215	arms	172.36877715626122	PS130356
6	-8.845903006477066	0.2042031492998121	arms	297.9694259269353	PS130356
7	-216.81616637142167	0.1553125599161549	arms	248.35973211043063	PS130356
8	645.8190536055746	0.5464335627757159	arms	164.77029562202347	PS130356
9	-436.6420158436428	0.5452573517602252	arms	183.33011528283419	PS130356
10	-645.8190536055746	0.16487581469723633	arms	211.79282803657372	PS130356
