	dist	YM	R2	YM_area	area	cpx	chrm
0	588.2603590248114	408.57847033400617	0.9738389304197157	0.355766053180712	telomere	310.57055694797646	PS120330
1	-392.39043056629197	822.7904097290236	0.9627061701135575	0.8083371724845748	telomere	185.77585958455518	PS120330
2	-588.2603590248114	104.13116387281251	-1.5341175825755662	0.06613617039292674	telomere	453.4163275745308	PS120330
3	732.3612496575716	176.08507420945864	0.9893385264520732	0.26223373505902303	telomere	329.9765527582633	PS120330
4	524.504528102475	586.7231062533868	0.9846110549926301	0.8662169357616356	telomere	171.01605574584164	PS120330
5	-525.1152254505672	268.8957545967274	0.7454969231873587	0.1456648959615815	telomere	499.3260618157025	PS120330
6	-732.3612496575716	74.96591436714338	0.5464489292457457	0.19047709480973382	telomere	221.90113890134728	PS120330
7	605.2530462542093	628.7498146053051	0.9817150609786648	0.7189392724103281	telomere	225.59384853304323	PS120330
8	-605.2530462542093	14.807349204064218	-9.435572474461537	0.10199641143469819	telomere	528.6856838508901	PS120330
9	954.7193304840957	13.834354220677461	-2.6534546732810864	0.024029425224397674	telomere	494.02522687358567	PS120330
10	743.8064264309633	14.561545185025727	-2.954382853615717	0.08851990275646793	telomere	503.36683941936826	PS120330
11	533.0853590186097	154.0992982522148	0.96488193652793	0.28474031543826894	telomere	404.26551146120437	PS120330
12	-321.2366728753117	1086.7553051836217	0.9628090389458657	0.9223353622932516	telomere	163.97894654003392	PS120330
13	-534.0683476859492	767.8707949989871	0.9244984517238558	0.6677794684109031	telomere	228.35541765198366	PS120330
14	-743.9845428501858	31.019746875529027	-21.066447130953954	0.09921343661076863	telomere	261.448737651717	PS120330
15	-954.7193304840957	30.069510509386127	-16.681320302971482	0.10934246617824067	telomere	251.73186997554865	PS120330
16	949.8868353651397	11.952332718270299	-4.662468839168527	0.022788332077186467	telomere	516.6296527989809	PS120330
17	738.9993234097038	24.21678621569249	-1.478656090501783	0.1497365088505728	telomere	359.88593646990046	PS120330
18	517.3567434565824	604.3033065217837	0.9817496390785841	0.47468888272382087	telomere	285.243547580645	PS120330
19	304.38462510448846	460.66400950117236	0.848786545942879	0.9503084616812004	telomere	160.31743926460092	PS120330
20	-317.34523787194286	572.3740999131473	0.987297177604532	0.5962617960526411	telomere	179.03528842350693	PS120330
21	-527.2665360138077	445.21899756674776	0.9855384904127069	0.6830807154348857	telomere	197.3850023780475	PS120330
22	-738.0094850338985	34.00870096749753	0.6022947643292372	0.05079234713790575	telomere	421.8395204085141	PS120330
23	-949.8868353651397	27.509688408670655	-1.2463727521634493	0.060703299324692817	telomere	336.89239461858597	PS120330
24	936.5300315526459	13.672017864408192	-1.3061286716563365	0.02143167655533482	telomere	544.1018151156064	PS120330
25	726.7712845180388	17.681003195154247	-0.9282272380947181	0.06926300009797999	telomere	423.01859535812457	PS120330
26	515.8609308718775	348.26754252822394	0.9590360161796188	0.353116849442136	telomere	273.2403420993579	PS120330
27	305.9517935884671	301.8611579398645	0.9195123713027379	0.5848484003501407	telomere	231.1063740604834	PS120330
28	95.43846184846024	348.3226371274514	0.7603749871539105	0.7326123130793193	telomere	169.24325957089513	PS120330
29	-105.91742066345837	281.1235545747485	0.9336450874447813	0.5663319867350636	telomere	214.66539629623117	PS120330
30	-316.76252934966914	124.85191957931652	0.856443403304689	0.361484122021309	telomere	259.04332710192193	PS120330
31	-526.511633299778	52.024178192235055	0.9753877425553487	0.07412740647559964	telomere	490.90557899044563	PS120330
32	-737.4310137226397	17.5478188972336	-1.015819876370493	0.028424112120508566	telomere	500.14505614148106	PS120330
33	-936.5300315526459	25.279852659049503	-0.6609345618606817	0.04981879470040278	telomere	373.94656092077446	PS120330
0	738.020494295382	1049.7013748378217	0.9798574456168031	1.1797410943646578	centromere	161.194228170251	PS120330
1	565.0267692773502	623.4341830785982	0.8226067571515572	0.6132265353119606	centromere	233.8424815513896	PS120330
2	369.04098688357095	186.86820890417533	0.9204706755739029	0.5355975444365703	centromere	222.88688015271566	PS120330
3	-184.08218273369098	180.50886048552013	0.7784800932800977	0.6794503348355165	centromere	185.88323930684953	PS120330
