curve_n	YM	YM_Hertz	viscoel_index	contact_pt
0	169.91304110065636	0.0583091227533195	0.8182091239377348	494.87640000112515
1	162.5562162702028	0.07193533725579082	0.7721951601762819	496.6361435217894
2	187.94157377825564	0.06255141680137996	0.7804359709837214	499.5553735440941
3	185.44743486247486	0.052834001393711895	0.7772102496803794	491.64394565737575
4	119.69621931137787	0.05560913068521903	0.7785849934836622	494.92465191721897
5	142.1010808531685	0.04375958337849457	0.7831905977131914	490.9471848061647
6	122.91311451263213	0.05686614877810312	0.7580126505008384	496.45857094038314
7	118.93144168296202	0.04354842779740426	0.7994490153652836	499.30796892616456
8	110.76367199638474	0.0532969923008918	0.7457376326479503	495.8925302112424
9	111.53654005897428	0.06384453714228347	0.7389328395723824	499.9202889242112
10	102.05445491464418	0.04419008307132592	0.7428759112089566	498.54449506647677
11	111.64394162768134	0.05022383232371654	0.7196311516466012	490.68755715194527
12	92.61966126724187	0.044808969871929324	0.7264831694345861	501.1114458781179
13	93.15347077861709	0.061658653926189806	0.7381957034644298	499.3106748210473
14	89.0929026405572	0.03736844705708532	0.6721236195798834	497.4958681377659
15	92.33705952836577	0.06802045920879272	0.7334605097119589	499.206213361477
16	95.84752237651463	0.030508795024367243	0.735882366097725	497.7468049169064
17	112.26622010184124	0.054283479526129115	0.7078832372904723	485.7802132738592
18	96.6602392277336	0.047104062827524176	0.7333569760340726	494.96739902491447
19	113.55308582185974	0.03951512048020807	0.7222405790294965	470.71131421870257
20	105.16950604659613	0.04346778868677034	0.7304848088206582	481.6726922497965
21	85.85201654701837	0.0435874218307846	0.697313985644574	484.3162863444843
22	68.56568415928596	0.031338124064715485	0.7178642745132413	480.483828057609
23	80.82701339767902	0.03353372350935379	0.7335460039710089	476.45295031659316
24	73.22308634433821	0.022870058932382187	0.7082206664320501	483.2832545560075
25	90.52755844351607	0.04075476826729218	0.48201934147181313	478.65753158573403
26	82.40028291089178	0.04467254593780964	0.7392007463086481	479.32622118452383
27	84.13090257549365	0.05429510987654889	0.7403666037372116	484.545643003195
28	71.82133684451834	0.04169392513202673	0.7302964869569977	471.012795675656
29	73.97204198724958	0.03661819814761513	0.6253524530268095	474.03082229186725
30	82.11293811368364	0.06264501779313664	0.6931382187667017	469.73293245967886
31	95.76713436016573	0.04880959187457402	0.7342771876233452	469.4431008485852
32	95.31283602057613	0.05838936220759905	0.7248103399680048	475.32341469592905
33	88.8454883553718	0.043016023896912094	0.6967482017007469	473.13105646307747
34	105.85452196941533	0.03902435125307964	0.6908810369771119	475.27942818874203
35	89.57259948349143	0.029820131045762244	0.48098818333222926	481.8911323103433
36	82.17039959131112	0.02435287543084948	0.6901326226106644	487.3131459734296
37	86.37836238910779	0.04321187807068079	0.6973085329145275	495.2395027913208
38	70.4685645403902	0.03809039833612722	0.7336089850492205	475.75561627495256
39	56.04193632335801	0.04080178277691189	0.6488392546300953	474.1734453356946
40	58.09290687334515	0.034692287946289355	0.721321095422952	497.8004686227658
41	53.96593831693863	0.03355822618162031	0.7023848169353749	468.295264192804
42	74.91820296856085	0.027074171205448874	0.7076953203036622	485.6164232427654
43	69.4659325773869	0.036180146193747084	0.7249721731261722	472.2530308119837
44	66.4318333890962	0.033312082962067543	0.5744777572774045	474.6943531767884
45	86.16846045240351	0.07006779753907982	0.6493543086303659	479.3181034998745
46	81.09932610449128	0.03389495288802311	0.6964715842648039	482.9624857403434
47	73.39444967047605	0.041694600603922764	0.678697626084249	476.62001943299936
48	76.62658432006639	0.043625855037782164	0.6542930751052581	482.2163265921795
49	71.41849755547568	0.04699029247726284	0.7213817073282851	494.8000768326093
