curve_n	YM	YM_Hertz	viscoel_index	contact_pt
0	64.59083740183225	0.06029721604736191	0.49341664037337274	425.80222758975935
1	75.16740809932807	0.08769689421677537	0.5049766297756331	404.99558086895445
2	70.31512634344658	0.07618844880276752	0.5052026177043838	434.16165835538595
3	74.00545061691642	0.10720361071452544	0.5275227803954247	442.65444846073956
4	109.78386474894263	0.04525111758670227	0.509113908361338	443.53209842517344
5	78.29123354036109	0.08355508749654572	0.5260769944340048	445.47079368085735
6	195.05495768257575	0.11798953127367949	0.5084503189260934	406.17555570483376
7	50.29303638404596	0.06182763700961788	0.4968955006299215	410.9892454804402
8	26.532259744603746	0.03451640222150617	0.4522120624435213	466.46525703173637
9	140.85081879198697	0.10723728321242401	0.49199432050783654	403.92452708586825
10	51.72515266287659	0.06628716345703385	0.512917858874093	414.7742407388397
11	75.90020950749982	0.09050511993083764	0.5143967147223283	430.00684631921354
12	30.257812410230713	0.047999819163565535	0.48987108950342706	495.57734228751684
13	142.8607057601231	0.08413658219106965	0.504555964480373	416.26631317210126
14	147.5141727114233	0.10208548621482434	0.507520040750147	405.39774842077054
15	153.19368200995305	0.05732394089099334	0.42334619665913864	408.70283996329067
16	135.7701570667266	0.10039601177468939	0.5083528599642692	420.33966856655525
17	14.435551211020305	0.04776616344798085	0.5191061662591752	470.27259457234135
18	132.32169191073075	0.0933089569718744	0.47883152969984577	404.92692307731363
19	72.03927782887375	0.07371190010514728	0.492433711386544	422.364241767219
20	168.72651996586052	0.08844444789524006	0.5076674072514802	405.57183608135676
21	138.1490221358235	0.1195633515567888	0.47701460581057376	402.8485869398137
22	100.24816196116524	0.06778696432865551	0.4915601638157454	396.0061319540895
23	120.46978711411973	0.12227899903981576	0.46729214532461383	406.9254335181155
24	125.3781354865384	0.059546847468855114	0.5051992534176054	421.46145916233695
25	60.093399680189165	0.035101431311436705	0.524395135651275	450.7259841500182
26	49.32225416032384	0.037245229579334994	0.5171290244028626	461.0296973599008
27	47.586334244405634	0.051962026565055684	0.5004741182846009	418.27971846770754
28	173.96201762976767	0.08151926571077088	0.3423849423469436	386.3196380433652
29	130.8448461265647	0.10083668923681252	0.5052906173314335	396.82443179311235
30	122.61679757317901	0.05468364348167741	0.5056811694488397	412.9139760007333
31	111.538088712431	0.07676002663402355	0.5149122583856995	404.4267730839546
32	125.68834464958745	0.11738721218811062	0.5004328426109406	409.02867300225626
33	142.92724721460814	0.10439847293408072	0.5081754526585658	404.0592816047159
