	Ex_separation	Ex_force	Rt_separation	Rt_force	fit_x	fit_y	contact_pt(x,y)
20	967.8999717475451	10.103702304592094	967.6845462542836	-3.115471671649115	-4.75769535820416	7.540242521688657	
21	967.6667108786975	10.635323967419248	967.4567252666859	-3.0914702767381286	-5.001835989551864	8.13190814048195	
22	967.4062506035998	11.240535289972357	967.1309864165883	-3.461787502786555	-5.229656977149602	8.697564846487856	
23	967.1457903285021	11.558457431859459	966.9902035289906	-3.3321205317149696	-5.539076183497286	9.486259051581982	
24	966.8853300534045	12.078665223430619	966.669904560143	-3.3394684552725624	-5.745137646094918	10.024276891189295	
25	966.7282275220568	12.653134746708515	966.5400014350453	-3.2756648439309384	-5.989278277442622	10.674660798143266	
26	966.4623273657091	13.11242377057593	966.2904209224477	-3.265053163572244	-6.222539146290387	11.30893668129984	
27	966.2453861406116	12.964915457015994	965.9810017161	-3.2248145524309813	-6.444920252638099	11.925134594528867	
28	965.9359669342639	13.201341586656069	965.8293390660024	-3.235663663005608	-6.64010195273579	12.475071726695	
29	965.6646268966663	13.422341171293496	965.5253597409047	-3.1766027335321563	-6.895122346583435	13.206231536537079	
30	965.4640053153186	13.392365548818459	965.2920988720571	-3.5537880149158276	-7.166462384181159	13.999624669477985	
31	965.2525039714709	13.519094585635697	965.0805975282094	-3.5055708096926597	-7.437802421778883	14.808660467903971	
32	964.9920436963732	13.583366790580051	964.7494187968617	-3.5818660998783947	-7.671063290626648	15.516455817941711	
33	964.7152637775256	13.584288655035508	964.5596769780141	-3.880253103017963	-7.888004515724333	16.18478452274405	
34	964.514642196178	13.559164653863123	964.2176184841665	-3.7953664550794493	-8.121265384571984	16.91405106199925	
35	964.2161027523302	13.463581412483808	964.0333165465688	-3.871692364201119	-8.332766728419756	17.584717092527306	
36	963.9774020022327	13.411384742858136	963.8381348464711	-4.125140619066769	-8.555147834767467	18.299432251131254	
37	963.809419708385	13.00385457065357	963.5341555213735	-4.2231678595628805	-8.902646209865111	19.435585593211556	
38	963.4891207395373	12.468810857363433	963.2736952462758	-4.487488974147607	-9.108707672462856	20.120284418076942	
39	963.2449801081897	12.20998495729427	963.0676337836782	-4.5728494662640164	-9.401807235060573	21.108066910880023	
40	963.038918645592	12.199640246709135	962.8561324398305	-4.751861269992072	-9.575229410158272	21.70010800452561	
41	962.7458190829943	12.721989896824455	962.5956721647328	-4.779307349201528	-9.743211704005944	22.278900168743696	
42	962.5071183328967	12.999027426624847	962.3569714146352	-4.638692632713108	-9.998232097853588	23.167502812173154	
43	962.273857464049	13.114253447611881	962.0856313770375	-4.405778183132574	-10.258692372951373	24.08727098810342	
44	962.0025174264514	13.363656112777093	961.8360508644398	-4.297906546262566	-10.502833004299077	24.960484274358603	
45	961.7801363201037	12.892488041363327	961.6136697580922	-4.565599340594949	-10.725214110646789	25.76509701344994	
46	961.5087962825061	12.841018116652515	961.3151303142446	-4.827842221542113	-10.925835691994507	26.498454385768458	
47	961.2918550574084	12.250210415597753	961.0546700391469	-5.020064615315947	-11.191735848342205	27.481251887414356	
48	961.0096352573107	11.938353486496954	960.9030073890492	-5.066607191027218	-11.397797310939836	28.25128189518281	
49	960.7872541509631	11.611639728539155	960.6099078264516	-4.6622166666940705	-11.663697467287534	29.255657934366198	
50	960.5757528071155	11.309290006945671	960.376646957604	-4.498465251247591	-11.913277979885265	30.209290614062155	
51	960.3479318195178	10.606925256332586	960.0835473950062	-4.394895412676316	-12.108459679982957	30.962355783248825	
52	960.0493923756701	10.230320464483183	959.9046853386586	-4.340418393879118	-12.390679480080735	32.06244385137976	
53	959.8378910318224	10.076975141895801	959.6333453010609	-4.040433676904456	-12.59130106142834	32.8524520663123	
54	959.6046301629748	9.537715694389881	959.4109641947133	-4.039671004432004	-12.84088157402607	33.844434464094896	
55	959.3713692941271	9.644670154105262	959.1668235633656	-3.9674345345501645	-13.074142442873836	34.78068292854401	
56	959.1598679502795	9.495002696195785	958.8846037632679	-4.118470116234084	-13.334602717971507	35.83643629725062	
57	958.8232493376819	8.741700246644418	958.7275012319203	-3.768215398194139	-13.518904655569258	36.59002388975961	
58	958.6008682313342	8.405551966251988	958.4072022630727	-3.9745058350530256	-13.812004218166862	37.79953470167949	
59	958.3404079562365	7.9755527200075225	958.217460444225	-3.653186523813017	-14.045265087014627	38.77174501324311	
60	958.1289066123888	7.688117975329185	957.9080412378773	-4.315162385188234	-14.267646193362339	39.70649289215128	
61	957.8521266935412	6.6123845433431505	957.6802202502797	-4.326810982131726	-14.560745755960056	40.95015687081637	
62	957.5916664184435	5.773866114574827	957.4251998564321	-4.780018828097053	-14.750487574807721	41.76227745468748	
63	957.3529656683459	5.975223946694655	957.1864991063344	-4.433222988418929	-14.918469868655393	42.48583685007779	
64	957.1849833744983	5.807239850468333	956.9369185937367	-3.777046465688544	-15.195249787503144	43.68733291113219	
65	956.8864439306506	5.059912113891745	956.6982178436391	-3.1810805860380866	-15.401311250100889	44.58931449038698	
66	956.6368634180529	4.967186141924408	956.4431974497915	-2.038568325912884	-15.667211406448587	45.762580815050626	
67	956.4199221929553	3.7910455505300624	956.2588955121937	-1.5738944929880052	-15.916791919046204	46.873362348546074	
68	956.1485821553576	3.0638806531165446	955.9603560683461	-0.9406802719873535	-16.139173025393916	47.8708057049042	
69	955.9044415240099	2.998949452944296	955.7325350807484	-0.11581803015758857	-16.42683270674172	49.171750758415406	
70	955.6603008926623	2.692980014731054	955.5210337369008	0.024229895338768126	-16.66009357558937	50.2354841638042	
71	955.4107203800646	2.5187013912101324	955.2279341743031	0.3408840807210276	-16.91511396943713	51.407409351895126	
72	955.166579748717	2.5873072065764267	955.0055530679555	0.19585067031203207	-17.142934957034754	52.46220848894532	
73	954.9061194736194	2.285044707070165	954.7886118428578	0.3731905364656649	-17.370755944632492	53.52438454834601	
74	954.7000580110217	1.9191391579201262	954.5281515677601	0.8561760783648869	-17.631216219730163	54.74771738067572	
75	954.4667971421741	2.2277220092662002	954.3112103426625	1.1381688146171354	-17.86991696982784	55.87721223237974	
76	954.2335362733264	1.7520329263313732	954.0616298300648	1.0555405457445182	-18.130377244925626	57.118736022406914	
77	953.9567563544788	1.5571408161967284	953.7957296737172	1.3981944512498738	-18.336438707523257	58.10762391147487	
78	953.6908561981311	1.6449354907521023	953.5733485673695	1.8719224069453997	-18.54794005137103	59.12870613899941	
79	953.4031965167834	1.0523833479528784	953.3074484110219	2.4012104129654652	-18.819280088968753	60.447658143677	
80	953.1808154104358	0.36382876115011364	953.0361083734242	2.6651821022905824	-19.090620126566364	61.77664411848686	
81	952.9149152540881	0.07041930349699599	952.8082873858266	2.718380208080048	-19.25860242041415	62.60439875220438	
82	952.7251734352404	-0.19757945274513	952.5750265169789	2.750897709210393	-19.502743051761854	63.814215014870214	
83	952.4320738726428	-1.1372755026922303	952.3580852918813	3.4709908161226575	-19.7577634456095	65.0864807197099	
84	952.2586516975451	-1.7837890434534684	952.1085047792836	3.3798170830620107	-19.898546333207264	65.79254767157387	
85	951.9546723724475	-2.322786824697717	951.853484385436	3.2344348781963603	-20.278683995804954	67.7121849991162	
86	951.7377311473498	-3.2343682885299088	951.5603848228383	3.797308883771752	-20.473865695902646	68.70523291580682	
87	951.4555113472522	-3.794023167431492	951.3543233602406	3.8694581550394243	-20.641847989750318	69.56389913999364	
88	951.2929689346545	-4.143807167459797	951.110182728893	4.39432809794187	-20.82614992734807	70.51022992247147	
89	950.9998693720569	-4.447043646940049	950.8442825725454	4.314853512281498	-21.05941079619572	71.71428945680123	
90	950.7448489782092	-5.003573067716139	950.6164615849477	4.40512556219283	-21.303551427543425	72.98206046855289	
91	950.5224678718615	-5.563242483632259	950.38864059735	4.3706454614408505	-21.585771227641203	74.45714225547576	
92	950.2456879530139	-5.3850421156701564	950.1499398472524	4.680338290792385	-21.753753521488875	75.33998793803708	
93	950.0015473216663	-5.068071406936132	949.9057992159047	4.505918947410274	-22.079492371586525	77.06219736697771	
94	949.7465269278186	-4.3871520022492465	949.6779782283071	3.988489322113494	-22.437870509184336	78.97252545225814	
95	949.513266058971	-4.354816038153218	949.4338375969594	5.019183892676307	-22.69289090303198	80.34176778827923	
96	949.2908849526233	-4.414412153990318	949.1352981531118	4.884556183557493	-23.013189871879717	82.07304558606205	
97	949.0086651525256	-4.468164389983474	948.9346765717642	5.395314484067803	-23.3226090782274	83.75765402020514	
98	948.851562621178	-4.189222511278711	948.7068555841664	5.2711215424438915	-23.512350897075066	84.79655756132173	
99	948.5584630585803	-3.5771067963963037	948.4463953090687	5.346293699002569	-23.800010578422757	86.38006404164167	
100	948.2599236147327	-3.257737480263639	948.2131344402211	5.4412454078740105	-24.027831566020495	87.64138068505223	
101	948.042982389635	-3.590614932385201	947.9309146401234	5.6931255560351115	-24.255652553618233	88.90904091937713	
102	947.9130792645374	-2.9184177364206247	947.6269353150258	5.574324395386982	-24.423634847465905	89.84778946372768	
103	947.5220618394397	-2.756498824740166	947.3991143274282	5.429116587749657	-24.526338566313598	90.42342400232027	
104	947.392158714342	-2.3629325864097326	947.1876129835805	5.361907940481626	-24.634482166411317	91.0309288230757	
105	947.1371383204944	-1.5899211946298066	946.9325925897328	5.554027971735976	-24.862303154009055	92.31535322735358	
106	946.8440387578968	-1.0196284705708667	946.6993317208852	5.244131048148435	-25.090124141606793	93.60602627985435	
107	946.6216576515491	-0.3072073553819099	946.4606309707875	4.493081802405154	-25.453942160454403	95.68005751031353	
108	946.3285580889515	0.14510295869327258	946.2491296269399	3.900356173778153	-25.730722079302154	97.26847565892137	
109	946.0952972201038	0.6327091440647299	945.9669098268422	2.783828469870729	-25.97486271064986	98.67712158566849	
110	945.8457167075061	1.1073773864980954	945.7336489579945	2.412543721912053	-26.333240848247556	100.7576383199165	
111	945.6124558386584	1.7064388623261162	945.5003880891469	2.1649938074514474	-26.533862429595274	101.92890822489649	
112	945.3574354448108	2.3167374503913782	945.2236081702993	1.8074428412235277	-26.83240187344302	103.68055507183507	
113	945.1459341009631	2.8688734432933805	945.0066669452016	1.2529974042143228	-27.060222861040643	105.02425226005737	
114	944.8637143008655	3.4732700034565456	944.740766788854	1.0904225392560924	-27.26084444238836	106.21251189550382	
115	944.6195736695179	4.262243037198298	944.5129458012564	1.0586310624408184	-27.49954519248604	107.63237103431351	
116	944.4189520881702	4.091671352384356	944.2470456449087	0.8750849307762542	-27.69472689258373	108.79824451518964	
117	944.1965709818226	4.133267394740571	944.0464240635611	0.676744100908609	-27.933427642681522	110.23001344139051	
118	943.9143511817249	4.107876874109457	943.8077233134634	0.6114102238450934	-28.193887917779193	111.79973473477574	
119	943.6375712628773	4.019933579924853	943.5635826821157	0.38005018541418556	-28.410829142876878	113.1130795827853	
120	943.5076681377795	4.479483327239549	943.2487235945181	-0.43147129925151395	-28.62233048672465	114.39863632111124	
121	943.2036888126819	4.346838713353115	943.0535418944204	-0.44448600781690223	-28.93718957432236	116.32179987064248	
122	942.9758678250843	4.67404348032132	942.7930816193227	-0.4981352705825042	-29.186770086919978	117.85417725340119	
123	942.7480468374866	4.801218927257917	942.5435011067251	-0.8263003038373095	-29.51794881826777	119.89833932233157	
124	942.4821466811389	5.2574687722726745	942.3156801191274	-1.3311878617968995	-29.762089449615473	121.41311430530997	
125	942.2488858122913	5.716422501991347	942.0171406752797	-1.8830318734835596	-29.95183126846314	122.59495199885718	
126	942.0265047059437	6.517722924060627	941.7947595689321	-2.3578504426590876	-30.179652256060876	124.01924859496346	
127	941.7714843120959	6.878261065362586	941.5886981063345	-2.7025105470931625	-30.412913124908528	125.48350136380937	
128	941.5708627307483	6.679284054142994	941.3336777124869	-2.6671736241048665	-30.548256131256267	126.33584315717104	
129	941.2505637619007	6.84245314907365	941.0623376748891	-2.7263599988698517	-30.814156287603964	128.01625194584923	
130	941.006423130553	6.735480902859878	940.8834756185415	-2.5748599887133494	-31.014777868951683	129.28925014966518	
131	940.7568426179554	6.740254687393412	940.6502147496939	-2.6106626017801453	-31.3078774315494	131.15695017718014	
132	940.5127019866077	6.748095781994291	940.2863967308461	-2.0596330746286364	-31.503059131647092	132.40588318106543	
133	940.30664052401	6.481405357060513	940.1184144369985	-1.4714714709458192	-31.801598575494722	134.3241800182699	
134	940.0516201301624	6.5349944364098995	939.8416345181508	-1.2431058824041512	-32.00766003809247	135.65387251914717	
135	939.8020396175648	6.233502398674111	939.6138135305532	-0.38156209021625725	-32.327959006940205	137.72981020787284	
136	939.481740648717	6.466710829644901	939.3533532554555	0.47714774701132245	-32.65913773828788	139.88784148104406	
137	939.2539196611194	6.167297584987928	939.087453099108	0.9534189956199499	-32.79448074463562	140.77314216738233	
138	939.1022570110218	5.646819960264048	938.8161130615102	1.8610327222909202	-33.06582078223323	142.55390401103446	
139	938.8091574484241	5.16710412430242	938.6046117176626	2.203933690536406	-33.353480463581036	144.45031499571547	
140	938.5867763420765	5.388668406628931	938.360471086315	2.418928824906329	-33.61394073867871	146.17497286972312	
141	938.3099964232288	4.546152298862886	938.0836911674674	2.5497046310966294	-33.77648315127635	147.25489004551534	
142	938.0440962668812	4.772339351812219	937.8558701798696	2.9126612805997287	-34.02606366387408	148.91849541695157	
143	937.7999556355335	4.765817876050364	937.6171694297719	2.7667994833561793	-34.20492572022181	150.11474357909162	
144	937.5340554791859	4.386756328744176	937.4437472546743	2.9406514049432717	-34.410987182819554	151.49705830396752	
145	937.3225541353382	4.307142743889377	937.2159262670766	3.025473541469382	-34.65512781416726	153.14055944465937	
146	937.0675337414906	3.8085433260439525	936.998985041979	3.3760043884541773	-34.96998690176497	155.26928626242787	
147	936.8233931101429	3.3226783329330978	936.6786860731313	2.923901058268255	-35.20868765186265	156.88997279146832	
148	936.5411733100452	2.3865293145330693	936.4454252042838	3.129275278875468	-35.39842947071031	158.18245319247407	
149	936.3296719661976	1.7471389108950506	936.2012845729361	3.5885863970292875	-35.65344986455807	159.92544962817723	
150	936.10729085985	0.6356153491184748	936.0169826353384	3.828229673002774	-35.88671073340572	161.5255863610449	
151	935.8740299910023	0.27880997106871025	935.7238830727407	4.519576303445789	-36.11453172100346	163.093796127999	
152	935.5754905471546	-0.9586913586870739	935.441663272643	4.53530807134965	-36.42395092735114	165.2321920815878	
153	935.440147540807	-1.550153225396011	935.2410416912954	5.064479812550831	-36.6354522711988	166.6994970360277	
154	935.1252884532094	-1.9637111081989282	934.9805814161978	4.924794583810533	-36.8523934962966	168.20926845896824	
155	934.9083472281117	-1.897198622925988	934.6874818536002	5.179348822805984	-37.03669543389424	169.49564330003687	
156	934.647886953014	-2.771027460005123	934.4759805097525	5.981495825646144	-37.275396183991916	171.16681646412	
157	934.3819867966663	-3.198293747516601	934.3243178596548	6.351675427022459	-37.52497669658965	172.92031192592373	
158	934.1650455715687	-3.2036813361445566	934.0094587720572	6.203473800298853	-37.790876852937345	174.7953647092581	
159	933.9317847027211	-3.634203914912362	933.7707580219595	6.6161336598751745	-38.01869784053508	176.40753975311785	
160	933.6550047838733	-4.4760513200097	933.5592566781119	6.630441183747697	-38.23563906563277	177.94755432161932	
161	933.3891046275257	-5.182108472315232	933.2933565217642	6.775168768204164	-38.501539221980465	179.8415268710545	
162	933.096005064928	-5.7669850714388255	933.0981748216666	6.930287520848456	-38.77287925957819	181.78150487794397	
163	932.8790638398305	-6.174044908743621	932.8540341903189	6.75210410395495	-38.978940722175935	183.25965042576468	
164	932.6403630897328	-6.580784931728604	932.5772542714712	6.517706647130679	-39.24484087852363	185.17325250999446	
165	932.4560611521351	-6.777363335549561	932.3004743526236	6.711309054825814	-39.55969996612134	187.4482259588142	
166	932.1847211145374	-6.864434408861936	932.088973008776	7.42038607014875	-39.74944178496901	188.82389526266704	
167	931.9405804831898	-7.258992413664757	931.8285127336783	7.048447332583845	-39.92830384131673	190.12392236179144	
168	931.6746803268421	-7.604371698288297	931.6170113898306	7.606859675734534	-40.22140340391445	192.26104336509866	
169	931.4087801704945	-8.062252938415078	931.318471945983	8.251424249678806	-40.5471422540121	194.64600266435585	
170	931.2027187078968	-8.849353946765392	931.0743313146353	8.44916859154671	-40.70968466660986	195.83995579523736	
171	930.9313786702992	-8.999486589140057	930.8247508020377	8.554874796164986	-40.9864645854575	197.8789489698462	
172	930.6872380389515	-8.941420109313219	930.53709112069	8.23566215396431	-41.23604509805523	199.72393829738016	
173	930.4539771701038	-8.939626412759809	930.3092701330924	8.450163162853974	-41.48562561065296	201.57495219185031	
174	930.2315960637562	-9.902828815213528	930.1032086704947	8.134801792778848	-41.756965648250684	203.59416299514214	
175	929.9548161449086	-10.653136639770235	929.815548989147	7.855380784841468	-42.00110627959839	205.417020249023	
176	929.7215552760609	-10.650485259359131	929.6094875265494	7.097631778909955	-42.19628797969608	206.87844459207065	
177	929.4991741697132	-10.934896305013734	929.3163879639517	6.420410693158478	-42.45674825479375	208.83432490317279	
178	929.2495936571156	-10.604871357225319	929.0885669763541	5.957334870690309	-42.69544900489143	210.6324976052136	
179	928.972813738268	-10.814271407868068	928.8389864637564	4.920753762868496	-42.96134916123913	212.64196113854985	
180	928.7504326319203	-11.349256973100056	928.6492446449088	4.283178980356712	-43.161970742586846	214.16255001906325	
181	928.5062920005727	-11.342389858473169	928.3724647260611	4.200260049436881	-43.44419054268462	216.30806557071313	
182	928.240391844225	-11.687013218340772	928.1446437384634	4.436953105631167	-43.82432820528231	219.20988759720785	
183	927.9962512128773	-11.525908379474398	927.9005031071158	4.879507556763225	-44.073908717880045	221.12249797928052	
184	927.7521105815297	-11.784487150296433	927.7325208132681	5.431292805237484	-44.24733089297774	222.4549341940198	
185	927.556928881432	-11.845217153267434	927.4176617256704	5.232196254047089	-44.59482926807539	225.1333241637527	
186	927.2801489625843	-12.344964995261297	927.1517615693228	5.427092107852316	-44.78457108692305	226.60055615935653	
187	927.0849672624867	-12.699677043217703	926.9021810567251	5.629225446633115	-44.97975278702086	228.11336233610245	
188	926.7701081748891	-12.952324712108569	926.6199612566276	5.817436073352471	-45.25109282461847	230.2223531897653	
189	926.6021258810414	-13.080084889110509	926.4410992002798	5.703111108231401	-45.45715428721621	231.82854159688202	
190	926.2655072684437	-13.632805612077856	926.1425597564322	5.858462390513462	-45.71217468106397	233.82180700073425	
191	926.032246399596	-13.273793857302302	925.9636977000846	6.327467087941795	-46.005274243661574	236.12014099492538	
192	925.7391468369984	-13.642941160694132	925.7141171874869	6.517029293180684	-46.28749404375935	238.34065979304825	
193	925.5766044244008	-13.75809774609234	925.4046979811392	6.051439244004131	-46.58603348760698	240.69756799972734	
194	925.2291060493031	-13.629730263963692	925.2203960435415	6.102239387904098	-46.77577530645476	242.19979844151337	
195	925.0339243492054	-13.278583034052751	924.976255412194	6.528095304423837	-47.07975463155242	244.61335425446433	
196	924.7843438366078	-13.068546604254225	924.7049153745962	7.150874757929583	-47.24229704415018	245.90738914037203	
197	924.6109216615101	-12.747476457420712	924.4988539119986	7.727773207282944	-47.58979541924782	248.68198792541594	
198	924.3722209114125	-12.264914616093659	924.232953755651	8.294251422243757	-47.833936050595526	250.63790584819347	
199	924.0954409925648	-12.263033697453022	924.0051327680533	8.629507978647574	-48.13247549444327	253.03699600282505	
200	923.8404205987172	-12.670878533542826	923.7501123742056	9.133958912733391	-48.382056007041	255.04884766847957	
201	923.6234793736195	-12.693129059033906	923.5331711491081	9.532071136846756	-48.55003830088867	256.4061140148327	
202	923.3466994547719	-12.848233360380288	923.2727108740104	9.853317782574962	-48.79417893223638	258.3832678640782	
203	923.1406379921742	-12.672824099209327	922.9469720239127	9.783042650708845	-48.994800513584096	260.01200701723366	
204	922.8692979545766	-12.515600643224378	922.817068898815	10.17808839022413	-49.179102451181734	261.5114468933077	
205	922.6197174419789	-12.20161002247047	922.5185294549674	10.309271123280526	-49.38516391377948	263.19152977681915	
206	922.3864565731312	-11.959301420399404	922.2798287048697	10.919435843937277	-49.574905732627144	264.74192063192146	
207	922.1912748730336	-11.591727364061448	921.970409498522	11.050865639733802	-49.76464755147492	266.29553444170887	
208	921.909055072936	-11.25613473970529	921.8078670859244	11.517239845634869	-50.014228064072654	268.34400918925706	
209	921.6322751540883	-10.711383550188177	921.5909258608267	11.731392060067877	-50.329087151670365	270.936193307573	
210	921.3935744039907	-10.282972088012121	921.2923864169791	11.214514692660801	-50.524268851768056	272.54752234422904	
211	921.203832585143	-10.373037786319154	921.1026445981314	10.794703915920108	-50.81192853311575	274.9284730889804	
212	920.9488121912954	-10.157593587112796	920.8313045605338	11.005891377471556	-51.0451894019634	276.86455077243886	
213	920.7046715599477	-10.295936710697804	920.6198032166861	10.725816379927949	-51.32196932081115	279.1680807880616	
214	920.4605309286001	-10.226255156255757	920.3974221103385	10.696451931206894	-51.58242959590882	281.3419630910475	
215	920.1619914847523	-10.324694174936203	920.1260820727408	10.373257218959413	-51.84832975225652	283.56741058100476	
216	919.9613699034047	-9.898477801955265	919.9254604913932	10.061921518238172	-52.0380715711043	285.15925118925503	
217	919.744428678307	-9.928403871121981	919.6432406912955	9.95384578713216	-52.29309196495194	287.30372192805686	
218	919.4295695907094	-9.60148984444452	919.3229417224479	9.373909288582475	-52.49371354629966	288.9947548018075	
219	919.2071884843617	-8.867423114609704	919.1005606161002	9.014803280401972	-52.66713572139736	290.45936041770256	
220	918.9249686842641	-8.836700759127302	918.8455402222526	9.062667737625098	-52.905836471495036	292.4795579324052	
221	918.7243471029165	-8.946827537495645	918.6177192346549	9.170539374495108	-53.11189793409278	294.2275126811527	
222	918.4530070653187	-9.143246034156695	918.4007780095573	9.477369182681604	-53.33971892169052	296.16434635362305	
223	918.2251860777211	-8.525809771953675	918.1131183282096	9.58277019215031	-53.65457800928823	298.8485577038064	
224	917.9919252088735	-8.254267233648337	917.863537815612	9.194801442681673	-53.86607935313589	300.6564557084359	
225	917.7586643400258	-7.885166790783979	917.6846757592643	8.576337689774064	-54.159178915733605	303.168244361602	
226	917.5145237086781	-8.02252139738046	917.4405351279166	7.902284820337192	-54.39787966583128	305.21932754422363	
227	917.2758229585805	-7.864294887392446	917.120236159069	7.467534014369816	-54.69641910967903	307.7914939377743	
228	917.0262424459828	-8.26109159243399	916.8706556464713	6.82602076111831	-54.85896152227667	309.1951544563133	
229	916.8201809833852	-8.56490955249573	916.6428346588737	6.24032915403383	-55.1303015598744	311.5434060527166	
230	916.5814802332875	-8.978787249618462	916.431333315026	5.684139744741354	-55.33636302247214	313.33093361775707	
231	916.2992604331898	-9.040331325403548	916.1436736336783	4.438340095336475	-55.58594353506976	315.5008406546372	
232	916.0061608705922	-9.393604208920777	915.9430520523307	3.963623257877469	-55.86272345391751	317.91344455262055	
233	915.8109791704945	-10.137835561400943	915.6009935584831	3.644803009440525	-56.079664679015195	319.8090174078881	
234	915.572278420397	-10.996967476782984	915.3568529271354	2.9764035168219234	-56.29660590411288	321.70859424851034	
235	915.2791788577993	-11.127780426837736	915.1399117020377	2.7393174360609427	-56.53530665421067	323.8033204184611	
236	915.0785572764516	-11.540059052361382	914.9012109519401	2.3575688544026403	-56.71416871055828	325.3760971319222	
237	914.839856526354	-11.678605694149915	914.6842697268424	2.0349118669424997	-57.00182839190609	327.91123813862356	
238	914.5685164887562	-12.226267536058323	914.4618886204947	1.6534975466384898	-57.20788985450372	329.73155481183966	
239	914.3461353824086	-12.344985690018136	914.2014283453971	1.237160181361978	-57.413951317101464	331.55545456541086	
240	914.1237542760609	-12.510527567802212	913.9790472390495	1.0332967725973088	-57.728810404699175	334.34925663876874	
241	913.8632940009634	-12.211204794716322	913.7077072014519	0.04073643182572528	-57.989270679796846	336.66666796392707	
242	913.6028337258657	-12.450870909625479	913.4853260951041	-0.3875471435911904	-58.17901249864451	338.3584558559518	
243	913.3478133320181	-12.920236391236635	913.2139860575065	-0.9151499405403858	-58.43403289249227	340.63703670444374	
244	913.0601536506704	-13.005403115644635	912.9807251886589	-1.64955878408079	-58.640094355090014	342.4821491500914	
245	912.8540921880727	-12.424193093668276	912.6876256260612	-3.2336890564402268	-58.818956411437625	344.0865889122304	
246	912.5501128629751	-11.972755000465321	912.4652445197136	-3.9348170955748776	-59.10661609278543	346.6725688999086	
247	912.3114121128774	-11.700151260098771	912.2700628196159	-4.368608716786457	-59.269158505383075	348.1368271384049	
248	912.1434298190297	-11.383195088379278	912.0259221882682	-5.084473321714747	-59.60033723673075	351.1270375662954	
249	911.8829695439321	-10.629285333701205	911.7328226256706	-5.350901736141759	-59.81727846182844	353.0907334749589	
250	911.6551485563344	-10.026516919166205	911.5050016380729	-5.766149118741228	-60.06141909317614	355.3052949148987	
251	911.3946882812368	-9.868886426774209	911.2608610067252	-5.838037424969369	-60.294679962023906	357.42577390399526	
252	911.1995065811391	-9.366132672255011	911.0004007316276	-5.586229942320068	-60.54970035587155	359.74920194227303	
253	910.8846474935415	-9.069368413727664	910.76169998153	-5.389561050026848	-60.744882055969356	361.5310774499369	
254	910.6677062684438	-8.619136892731298	910.4740403001823	-4.830785379317144	-61.03254173731705	364.1629311169722	
255	910.3963662308462	-7.699098135922325	910.3441371750846	-4.626443008977532	-61.26036272491467	366.2521356124768	
256	910.0923869057485	-7.4046597997209265	910.0401578499869	-5.019963403547913	-61.548022406262476	368.8961669496297	
257	909.9135248494008	-6.672352048645106	909.7524981686394	-5.100498905680608	-61.69968505636018	370.2929075653069	
258	909.6857038618032	-6.652619676152809	909.4920378935417	-5.505660315241821	-61.96558521270788	372.7462624444007	
259	909.4524429929555	-6.49003206180364	909.296856193444	-5.4176699624011	-62.17708655655554	374.70182538974484	
